regulation_up_ba,stage_id,timepoint,regulation_up_mw
CAISO,1,20221611,398
CAISO,1,20221612,395
CAISO,1,20221613,411
CAISO,1,20221614,535
CAISO,1,20221615,365
CAISO,1,20221616,426
CAISO,1,20221617,599
CAISO,1,20221618,468
CAISO,1,20221619,188
CAISO,1,20221620,187
CAISO,1,20221621,182
CAISO,1,20221622,167
CAISO,1,20221623,156
CAISO,1,20221624,147
CAISO,1,20221701,168
CAISO,1,20221702,164
CAISO,1,20221703,162
CAISO,1,20221704,162
CAISO,1,20221705,163
CAISO,1,20221706,169
CAISO,1,20221707,180
CAISO,1,20221708,419
CAISO,1,20221709,450
CAISO,1,20221710,546
CAISO,1,20221711,551
CAISO,1,20221712,499
CAISO,1,20221713,594
CAISO,1,20221714,645
CAISO,1,20221715,758
CAISO,1,20221716,793
CAISO,1,20221717,783
CAISO,1,20221718,483
CAISO,1,20221719,248
CAISO,1,20221720,219
CAISO,1,20221721,207
CAISO,1,20221722,197
CAISO,1,20221723,188
CAISO,1,20221724,176
CAISO,1,20221801,178
CAISO,1,20221802,175
CAISO,1,20221803,174
CAISO,1,20221804,173
CAISO,1,20221805,175
CAISO,1,20221806,180
CAISO,1,20221807,190
CAISO,1,20221808,223
CAISO,1,20221809,544
CAISO,1,20221810,569
CAISO,1,20221811,631
CAISO,1,20221812,570
CAISO,1,20221813,569
CAISO,1,20221814,703
CAISO,1,20221815,774
CAISO,1,20221816,797
CAISO,1,20221817,763
CAISO,1,20221818,240
CAISO,1,20221819,220
CAISO,1,20221820,219
CAISO,1,20221821,216
CAISO,1,20221822,235
CAISO,1,20221823,226
CAISO,1,20221824,220
CAISO,1,20221901,167
CAISO,1,20221902,165
CAISO,1,20221903,164
CAISO,1,20221904,165
CAISO,1,20221905,169
CAISO,1,20221906,177
CAISO,1,20221907,404
CAISO,1,20221908,627
CAISO,1,20221909,649
CAISO,1,20221910,607
CAISO,1,20221911,569
CAISO,1,20221912,635
CAISO,1,20221913,578
CAISO,1,20221914,568
CAISO,1,20221915,834
CAISO,1,20221916,654
CAISO,1,20221917,806
CAISO,1,20221918,671
CAISO,1,20221919,234
CAISO,1,20221920,239
CAISO,1,20221921,238
CAISO,1,20221922,233
CAISO,1,20221923,227
CAISO,1,20221924,191
CAISO,1,20222001,162
CAISO,1,20222002,160
CAISO,1,20222003,159
CAISO,1,20222004,160
CAISO,1,20222005,165
CAISO,1,20222006,187
CAISO,1,20222007,413
CAISO,1,20222008,622
CAISO,1,20222009,552
CAISO,1,20222010,624
CAISO,1,20222011,588
CAISO,1,20222012,651
CAISO,1,20222013,593
CAISO,1,20222014,582
CAISO,1,20222015,835
CAISO,1,20222016,658
CAISO,1,20222017,775
CAISO,1,20222018,668
CAISO,1,20222019,220
CAISO,1,20222020,187
CAISO,1,20222021,185
CAISO,1,20222022,176
CAISO,1,20222023,166
CAISO,1,20222024,160
CAISO,1,20222101,171
CAISO,1,20222102,168
CAISO,1,20222103,166
CAISO,1,20222104,184
CAISO,1,20222105,198
CAISO,1,20222106,231
CAISO,1,20222107,758
CAISO,1,20222108,611
CAISO,1,20222109,541
CAISO,1,20222110,616
CAISO,1,20222111,582
CAISO,1,20222112,648
CAISO,1,20222113,592
CAISO,1,20222114,585
CAISO,1,20222115,841
CAISO,1,20222116,686
CAISO,1,20222117,792
CAISO,1,20222118,687
CAISO,1,20222119,265
CAISO,1,20222120,233
CAISO,1,20222121,227
CAISO,1,20222122,199
CAISO,1,20222123,201
CAISO,1,20222124,193
CAISO,1,20222201,153
CAISO,1,20222202,150
CAISO,1,20222203,149
CAISO,1,20222204,157
CAISO,1,20222205,161
CAISO,1,20222206,547
CAISO,1,20222207,416
CAISO,1,20222208,372
CAISO,1,20222209,370
CAISO,1,20222210,394
CAISO,1,20222211,414
CAISO,1,20222212,457
CAISO,1,20222213,486
CAISO,1,20222214,391
CAISO,1,20222215,434
CAISO,1,20222216,387
CAISO,1,20222217,389
CAISO,1,20222218,409
CAISO,1,20222219,310
CAISO,1,20222220,187
CAISO,1,20222221,186
CAISO,1,20222222,176
CAISO,1,20222223,167
CAISO,1,20222224,161
CAISO,1,20222301,228
CAISO,1,20222302,225
CAISO,1,20222303,191
CAISO,1,20222304,190
CAISO,1,20222305,179
CAISO,1,20222306,179
CAISO,1,20222307,219
CAISO,1,20222308,290
CAISO,1,20222309,326
CAISO,1,20222310,354
CAISO,1,20222311,379
CAISO,1,20222312,427
CAISO,1,20222313,473
CAISO,1,20222314,389
CAISO,1,20222315,446
CAISO,1,20222316,403
CAISO,1,20222317,553
CAISO,1,20222318,667
CAISO,1,20222319,341
CAISO,1,20222320,231
CAISO,1,20222321,228
CAISO,1,20222322,218
CAISO,1,20222323,199
CAISO,1,20222324,191
CAISO,1,20222401,136
CAISO,1,20222402,134
CAISO,1,20222403,132
CAISO,1,20222404,133
CAISO,1,20222405,139
CAISO,1,20222406,148
CAISO,1,20222407,155
CAISO,1,20222408,407
CAISO,1,20222409,429
CAISO,1,20222410,451
CAISO,1,20222411,393
CAISO,1,20222412,390
CAISO,1,20222413,405
CAISO,1,20222414,531
CAISO,1,20222415,744
CAISO,1,20222416,779
CAISO,1,20222417,767
CAISO,1,20222418,468
CAISO,1,20222419,182
CAISO,1,20222420,177
CAISO,1,20222421,171
CAISO,1,20222422,160
CAISO,1,20222423,149
CAISO,1,20222424,140
CAISO,1,20222501,220
CAISO,1,20222502,210
CAISO,1,20222503,181
CAISO,1,20222504,172
CAISO,1,20222505,164
CAISO,1,20222506,169
CAISO,1,20222507,175
CAISO,1,20222508,407
CAISO,1,20222509,431
CAISO,1,20222510,448
CAISO,1,20222511,388
CAISO,1,20222512,384
CAISO,1,20222513,397
CAISO,1,20222514,524
CAISO,1,20222515,739
CAISO,1,20222516,774
CAISO,1,20222517,763
CAISO,1,20222518,464
CAISO,1,20222519,173
CAISO,1,20222520,171
CAISO,1,20222521,167
CAISO,1,20222522,162
CAISO,1,20222523,153
CAISO,1,20222524,146
CAISO,1,20222601,174
CAISO,1,20222602,169
CAISO,1,20222603,166
CAISO,1,20222604,165
CAISO,1,20222605,165
CAISO,1,20222606,166
CAISO,1,20222607,169
CAISO,1,20222608,201
CAISO,1,20222609,526
CAISO,1,20222610,549
CAISO,1,20222611,568
CAISO,1,20222612,546
CAISO,1,20222613,449
CAISO,1,20222614,612
CAISO,1,20222615,758
CAISO,1,20222616,783
CAISO,1,20222617,750
CAISO,1,20222618,201
CAISO,1,20222619,170
CAISO,1,20222620,169
CAISO,1,20222621,168
CAISO,1,20222622,167
CAISO,1,20222623,160
CAISO,1,20222624,152
CAISO,1,20222701,180
CAISO,1,20222702,169
CAISO,1,20222703,166
CAISO,1,20222704,165
CAISO,1,20222705,167
CAISO,1,20222706,172
CAISO,1,20222707,162
CAISO,1,20222708,199
CAISO,1,20222709,532
CAISO,1,20222710,554
CAISO,1,20222711,617
CAISO,1,20222712,543
CAISO,1,20222713,549
CAISO,1,20222714,688
CAISO,1,20222715,768
CAISO,1,20222716,792
CAISO,1,20222717,759
CAISO,1,20222718,228
CAISO,1,20222719,202
CAISO,1,20222720,200
CAISO,1,20222721,197
CAISO,1,20222722,194
CAISO,1,20222723,184
CAISO,1,20222724,176
CAISO,1,20222801,139
CAISO,1,20222802,134
CAISO,1,20222803,131
CAISO,1,20222804,138
CAISO,1,20222805,162
CAISO,1,20222806,167
CAISO,1,20222807,176
CAISO,1,20222808,211
CAISO,1,20222809,532
CAISO,1,20222810,553
CAISO,1,20222811,617
CAISO,1,20222812,542
CAISO,1,20222813,541
CAISO,1,20222814,683
CAISO,1,20222815,763
CAISO,1,20222816,787
CAISO,1,20222817,753
CAISO,1,20222818,206
CAISO,1,20222819,176
CAISO,1,20222820,173
CAISO,1,20222821,169
CAISO,1,20222822,165
CAISO,1,20222823,154
CAISO,1,20222824,145
CAISO,1,20222901,218
CAISO,1,20222902,216
CAISO,1,20222903,215
CAISO,1,20222904,208
CAISO,1,20222905,212
CAISO,1,20222906,227
CAISO,1,20222907,429
CAISO,1,20222908,642
CAISO,1,20222909,655
CAISO,1,20222910,613
CAISO,1,20222911,576
CAISO,1,20222912,640
CAISO,1,20222913,578
CAISO,1,20222914,565
CAISO,1,20222915,823
CAISO,1,20222916,654
CAISO,1,20222917,774
CAISO,1,20222918,672
CAISO,1,20222919,236
CAISO,1,20222920,196
CAISO,1,20222921,193
CAISO,1,20222922,185
CAISO,1,20222923,176
CAISO,1,20222924,171
CAISO,1,20223001,177
CAISO,1,20223002,167
CAISO,1,20223003,166
CAISO,1,20223004,162
CAISO,1,20223005,164
CAISO,1,20223006,165
CAISO,1,20223007,387
CAISO,1,20223008,590
CAISO,1,20223009,518
CAISO,1,20223010,594
CAISO,1,20223011,555
CAISO,1,20223012,622
CAISO,1,20223013,561
CAISO,1,20223014,547
CAISO,1,20223015,811
CAISO,1,20223016,639
CAISO,1,20223017,762
CAISO,1,20223018,658
CAISO,1,20223019,197
CAISO,1,20223020,157
CAISO,1,20223021,157
CAISO,1,20223022,152
CAISO,1,20223023,144
CAISO,1,20223024,138
CAISO,1,20223101,168
CAISO,1,20223102,163
CAISO,1,20223103,161
CAISO,1,20223104,140
CAISO,1,20223105,138
CAISO,1,20223106,146
CAISO,1,20223107,391
CAISO,1,20223108,594
CAISO,1,20223109,523
CAISO,1,20223110,598
CAISO,1,20223111,560
CAISO,1,20223112,627
CAISO,1,20223113,566
CAISO,1,20223114,553
CAISO,1,20223115,815
CAISO,1,20223116,651
CAISO,1,20223117,771
CAISO,1,20223118,670
CAISO,1,20223119,239
CAISO,1,20223120,230
CAISO,1,20223121,207
CAISO,1,20223122,191
CAISO,1,20223123,184
CAISO,1,20223124,169
CAISO,1,20223201,220
CAISO,1,20223202,218
CAISO,1,20223203,209
CAISO,1,20223204,209
CAISO,1,20223205,188
CAISO,1,20223206,194
CAISO,1,20223207,407
CAISO,1,20223208,629
CAISO,1,20223209,652
CAISO,1,20223210,610
CAISO,1,20223211,575
CAISO,1,20223212,640
CAISO,1,20223213,591
CAISO,1,20223214,580
CAISO,1,20223215,925
CAISO,1,20223216,777
CAISO,1,20223217,817
CAISO,1,20223218,683
CAISO,1,20223219,265
CAISO,1,20223220,199
CAISO,1,20223221,199
CAISO,1,20223222,177
CAISO,1,20223223,169
CAISO,1,20223224,157
CAISO,1,20223301,153
CAISO,1,20223302,156
CAISO,1,20223303,155
CAISO,1,20223304,173
CAISO,1,20223305,184
CAISO,1,20223306,184
CAISO,1,20223307,422
CAISO,1,20223308,603
CAISO,1,20223309,533
CAISO,1,20223310,605
CAISO,1,20223311,567
CAISO,1,20223312,635
CAISO,1,20223313,575
CAISO,1,20223314,562
CAISO,1,20223315,815
CAISO,1,20223316,643
CAISO,1,20223317,765
CAISO,1,20223318,662
CAISO,1,20223319,207
CAISO,1,20223320,171
CAISO,1,20223321,172
CAISO,1,20223322,166
CAISO,1,20223323,160
CAISO,1,20223324,154
CAISO,1,20223401,153
CAISO,1,20223402,156
CAISO,1,20223403,155
CAISO,1,20223404,173
CAISO,1,20223405,184
CAISO,1,20223406,184
CAISO,1,20223407,422
CAISO,1,20223408,603
CAISO,1,20223409,533
CAISO,1,20223410,605
CAISO,1,20223411,567
CAISO,1,20223412,635
CAISO,1,20223413,575
CAISO,1,20223414,562
CAISO,1,20223415,815
CAISO,1,20223416,643
CAISO,1,20223417,765
CAISO,1,20223418,662
CAISO,1,20223419,207
CAISO,1,20223420,171
CAISO,1,20223421,172
CAISO,1,20223422,166
CAISO,1,20223423,160
CAISO,1,20223424,154
CAISO,1,20223501,175
CAISO,1,20223502,171
CAISO,1,20223503,169
CAISO,1,20223504,149
CAISO,1,20223505,146
CAISO,1,20223506,375
CAISO,1,20223507,400
CAISO,1,20223508,338
CAISO,1,20223509,336
CAISO,1,20223510,363
CAISO,1,20223511,386
CAISO,1,20223512,432
CAISO,1,20223513,477
CAISO,1,20223514,383
CAISO,1,20223515,448
CAISO,1,20223516,404
CAISO,1,20223517,411
CAISO,1,20223518,434
CAISO,1,20223519,269
CAISO,1,20223520,231
CAISO,1,20223521,228
CAISO,1,20223522,218
CAISO,1,20223523,198
CAISO,1,20223524,189
CAISO,1,20223601,184
CAISO,1,20223602,172
CAISO,1,20223603,171
CAISO,1,20223604,171
CAISO,1,20223605,176
CAISO,1,20223606,181
CAISO,1,20223607,217
CAISO,1,20223608,287
CAISO,1,20223609,337
CAISO,1,20223610,365
CAISO,1,20223611,389
CAISO,1,20223612,435
CAISO,1,20223613,479
CAISO,1,20223614,384
CAISO,1,20223615,441
CAISO,1,20223616,396
CAISO,1,20223617,411
CAISO,1,20223618,665
CAISO,1,20223619,337
CAISO,1,20223620,226
CAISO,1,20223621,222
CAISO,1,20223622,204
CAISO,1,20223623,192
CAISO,1,20223624,184
CAISO,1,20223701,135
CAISO,1,20223702,132
CAISO,1,20223703,132
CAISO,1,20223704,141
CAISO,1,20223705,168
CAISO,1,20223706,180
CAISO,1,20223707,184
CAISO,1,20223708,812
CAISO,1,20223709,439
CAISO,1,20223710,459
CAISO,1,20223711,401
CAISO,1,20223712,397
CAISO,1,20223713,411
CAISO,1,20223714,525
CAISO,1,20223715,351
CAISO,1,20223716,414
CAISO,1,20223717,763
CAISO,1,20223718,461
CAISO,1,20223719,196
CAISO,1,20223720,194
CAISO,1,20223721,191
CAISO,1,20223722,182
CAISO,1,20223723,183
CAISO,1,20223724,178
CAISO,1,20230101,173
CAISO,1,20230102,167
CAISO,1,20230103,144
CAISO,1,20230104,141
CAISO,1,20230105,129
CAISO,1,20230106,130
CAISO,1,20230107,131
CAISO,1,20230108,175
CAISO,1,20230109,576
CAISO,1,20230110,603
CAISO,1,20230111,599
CAISO,1,20230112,614
CAISO,1,20230113,500
CAISO,1,20230114,636
CAISO,1,20230115,967
CAISO,1,20230116,870
CAISO,1,20230117,833
CAISO,1,20230118,223
CAISO,1,20230119,190
CAISO,1,20230120,188
CAISO,1,20230121,187
CAISO,1,20230122,186
CAISO,1,20230123,179
CAISO,1,20230124,171
CAISO,1,20230201,166
CAISO,1,20230202,163
CAISO,1,20230203,161
CAISO,1,20230204,160
CAISO,1,20230205,161
CAISO,1,20230206,167
CAISO,1,20230207,175
CAISO,1,20230208,214
CAISO,1,20230209,590
CAISO,1,20230210,607
CAISO,1,20230211,679
CAISO,1,20230212,601
CAISO,1,20230213,601
CAISO,1,20230214,758
CAISO,1,20230215,847
CAISO,1,20230216,874
CAISO,1,20230217,836
CAISO,1,20230218,234
CAISO,1,20230219,201
CAISO,1,20230220,199
CAISO,1,20230221,196
CAISO,1,20230222,193
CAISO,1,20230223,184
CAISO,1,20230224,176
CAISO,1,20230301,185
CAISO,1,20230302,175
CAISO,1,20230303,173
CAISO,1,20230304,168
CAISO,1,20230305,170
CAISO,1,20230306,169
CAISO,1,20230307,177
CAISO,1,20230308,217
CAISO,1,20230309,591
CAISO,1,20230310,616
CAISO,1,20230311,606
CAISO,1,20230312,620
CAISO,1,20230313,508
CAISO,1,20230314,703
CAISO,1,20230315,848
CAISO,1,20230316,876
CAISO,1,20230317,839
CAISO,1,20230318,238
CAISO,1,20230319,211
CAISO,1,20230320,209
CAISO,1,20230321,207
CAISO,1,20230322,210
CAISO,1,20230323,202
CAISO,1,20230324,193
CAISO,1,20230401,140
CAISO,1,20230402,135
CAISO,1,20230403,133
CAISO,1,20230404,132
CAISO,1,20230405,134
CAISO,1,20230406,141
CAISO,1,20230407,427
CAISO,1,20230408,682
CAISO,1,20230409,708
CAISO,1,20230410,1015
CAISO,1,20230411,618
CAISO,1,20230412,693
CAISO,1,20230413,625
CAISO,1,20230414,873
CAISO,1,20230415,1007
CAISO,1,20230416,918
CAISO,1,20230417,884
CAISO,1,20230418,732
CAISO,1,20230419,227
CAISO,1,20230420,178
CAISO,1,20230421,201
CAISO,1,20230422,194
CAISO,1,20230423,158
CAISO,1,20230424,147
CAISO,1,20230501,190
CAISO,1,20230502,187
CAISO,1,20230503,182
CAISO,1,20230504,176
CAISO,1,20230505,181
CAISO,1,20230506,181
CAISO,1,20230507,442
CAISO,1,20230508,691
CAISO,1,20230509,716
CAISO,1,20230510,1021
CAISO,1,20230511,801
CAISO,1,20230512,857
CAISO,1,20230513,865
CAISO,1,20230514,880
CAISO,1,20230515,1014
CAISO,1,20230516,927
CAISO,1,20230517,893
CAISO,1,20230518,744
CAISO,1,20230519,284
CAISO,1,20230520,248
CAISO,1,20230521,244
CAISO,1,20230522,212
CAISO,1,20230523,204
CAISO,1,20230524,226
CAISO,1,20230601,161
CAISO,1,20230602,175
CAISO,1,20230603,174
CAISO,1,20230604,192
CAISO,1,20230605,224
CAISO,1,20230606,198
CAISO,1,20230607,448
CAISO,1,20230608,693
CAISO,1,20230609,718
CAISO,1,20230610,671
CAISO,1,20230611,629
CAISO,1,20230612,703
CAISO,1,20230613,637
CAISO,1,20230614,625
CAISO,1,20230615,1015
CAISO,1,20230616,927
CAISO,1,20230617,894
CAISO,1,20230618,751
CAISO,1,20230619,274
CAISO,1,20230620,237
CAISO,1,20230621,216
CAISO,1,20230622,208
CAISO,1,20230623,195
CAISO,1,20230624,190
CAISO,1,20230701,154
CAISO,1,20230702,160
CAISO,1,20230703,158
CAISO,1,20230704,158
CAISO,1,20230705,159
CAISO,1,20230706,161
CAISO,1,20230707,443
CAISO,1,20230708,702
CAISO,1,20230709,724
CAISO,1,20230710,1027
CAISO,1,20230711,726
CAISO,1,20230712,707
CAISO,1,20230713,644
CAISO,1,20230714,752
CAISO,1,20230715,1009
CAISO,1,20230716,916
CAISO,1,20230717,883
CAISO,1,20230718,731
CAISO,1,20230719,218
CAISO,1,20230720,174
CAISO,1,20230721,183
CAISO,1,20230722,168
CAISO,1,20230723,170
CAISO,1,20230724,164
CAISO,1,20230801,195
CAISO,1,20230802,176
CAISO,1,20230803,175
CAISO,1,20230804,159
CAISO,1,20230805,160
CAISO,1,20230806,160
CAISO,1,20230807,437
CAISO,1,20230808,683
CAISO,1,20230809,713
CAISO,1,20230810,1019
CAISO,1,20230811,793
CAISO,1,20230812,849
CAISO,1,20230813,743
CAISO,1,20230814,871
CAISO,1,20230815,1005
CAISO,1,20230816,920
CAISO,1,20230817,888
CAISO,1,20230818,737
CAISO,1,20230819,239
CAISO,1,20230820,193
CAISO,1,20230821,192
CAISO,1,20230822,194
CAISO,1,20230823,186
CAISO,1,20230824,208
CAISO,1,20230901,224
CAISO,1,20230902,222
CAISO,1,20230903,221
CAISO,1,20230904,221
CAISO,1,20230905,221
CAISO,1,20230906,222
CAISO,1,20230907,839
CAISO,1,20230908,669
CAISO,1,20230909,585
CAISO,1,20230910,665
CAISO,1,20230911,622
CAISO,1,20230912,695
CAISO,1,20230913,628
CAISO,1,20230914,613
CAISO,1,20230915,904
CAISO,1,20230916,717
CAISO,1,20230917,852
CAISO,1,20230918,740
CAISO,1,20230919,253
CAISO,1,20230920,238
CAISO,1,20230921,239
CAISO,1,20230922,235
CAISO,1,20230923,230
CAISO,1,20230924,225
CAISO,1,20231001,190
CAISO,1,20231002,188
CAISO,1,20231003,176
CAISO,1,20231004,177
CAISO,1,20231005,176
CAISO,1,20231006,788
CAISO,1,20231007,829
CAISO,1,20231008,665
CAISO,1,20231009,581
CAISO,1,20231010,663
CAISO,1,20231011,621
CAISO,1,20231012,695
CAISO,1,20231013,629
CAISO,1,20231014,615
CAISO,1,20231015,911
CAISO,1,20231016,724
CAISO,1,20231017,859
CAISO,1,20231018,577
CAISO,1,20231019,221
CAISO,1,20231020,254
CAISO,1,20231021,243
CAISO,1,20231022,214
CAISO,1,20231023,204
CAISO,1,20231024,197
CAISO,1,20231101,194
CAISO,1,20231102,180
CAISO,1,20231103,179
CAISO,1,20231104,178
CAISO,1,20231105,179
CAISO,1,20231106,595
CAISO,1,20231107,228
CAISO,1,20231108,310
CAISO,1,20231109,543
CAISO,1,20231110,475
CAISO,1,20231111,407
CAISO,1,20231112,460
CAISO,1,20231113,519
CAISO,1,20231114,408
CAISO,1,20231115,476
CAISO,1,20231116,429
CAISO,1,20231117,451
CAISO,1,20231118,727
CAISO,1,20231119,344
CAISO,1,20231120,193
CAISO,1,20231121,207
CAISO,1,20231122,241
CAISO,1,20231123,234
CAISO,1,20231124,229
CAISO,1,20231201,193
CAISO,1,20231202,188
CAISO,1,20231203,200
CAISO,1,20231204,199
CAISO,1,20231205,200
CAISO,1,20231206,615
CAISO,1,20231207,463
CAISO,1,20231208,397
CAISO,1,20231209,395
CAISO,1,20231210,423
CAISO,1,20231211,451
CAISO,1,20231212,486
CAISO,1,20231213,529
CAISO,1,20231214,414
CAISO,1,20231215,477
CAISO,1,20231216,425
CAISO,1,20231217,428
CAISO,1,20231218,450
CAISO,1,20231219,246
CAISO,1,20231220,192
CAISO,1,20231221,194
CAISO,1,20231222,184
CAISO,1,20231223,176
CAISO,1,20231224,176
CAISO,1,20231301,192
CAISO,1,20231302,204
CAISO,1,20231303,229
CAISO,1,20231304,229
CAISO,1,20231305,200
CAISO,1,20231306,205
CAISO,1,20231307,254
CAISO,1,20231308,387
CAISO,1,20231309,380
CAISO,1,20231310,411
CAISO,1,20231311,436
CAISO,1,20231312,486
CAISO,1,20231313,535
CAISO,1,20231314,430
CAISO,1,20231315,495
CAISO,1,20231316,450
CAISO,1,20231317,470
CAISO,1,20231318,489
CAISO,1,20231319,288
CAISO,1,20231320,231
CAISO,1,20231321,265
CAISO,1,20231322,255
CAISO,1,20231323,245
CAISO,1,20231324,239
CAISO,1,20231401,205
CAISO,1,20231402,202
CAISO,1,20231403,227
CAISO,1,20231404,228
CAISO,1,20231405,220
CAISO,1,20231406,204
CAISO,1,20231407,257
CAISO,1,20231408,385
CAISO,1,20231409,383
CAISO,1,20231410,411
CAISO,1,20231411,436
CAISO,1,20231412,485
CAISO,1,20231413,534
CAISO,1,20231414,428
CAISO,1,20231415,493
CAISO,1,20231416,455
CAISO,1,20231417,464
CAISO,1,20231418,470
CAISO,1,20231419,357
CAISO,1,20231420,225
CAISO,1,20231421,223
CAISO,1,20231422,213
CAISO,1,20231423,217
CAISO,1,20231424,210
CAISO,1,20231501,202
CAISO,1,20231502,196
CAISO,1,20231503,183
CAISO,1,20231504,181
CAISO,1,20231505,180
CAISO,1,20231506,179
CAISO,1,20231507,266
CAISO,1,20231508,892
CAISO,1,20231509,476
CAISO,1,20231510,504
CAISO,1,20231511,445
CAISO,1,20231512,446
CAISO,1,20231513,465
CAISO,1,20231514,602
CAISO,1,20231515,419
CAISO,1,20231516,668
CAISO,1,20231517,565
CAISO,1,20231518,541
CAISO,1,20231519,251
CAISO,1,20231520,251
CAISO,1,20231521,245
CAISO,1,20231522,232
CAISO,1,20231523,220
CAISO,1,20231524,208
CAISO,1,20231601,142
CAISO,1,20231602,139
CAISO,1,20231603,137
CAISO,1,20231604,138
CAISO,1,20231605,144
CAISO,1,20231606,156
CAISO,1,20231607,161
CAISO,1,20231608,892
CAISO,1,20231609,473
CAISO,1,20231610,498
CAISO,1,20231611,434
CAISO,1,20231612,430
CAISO,1,20231613,447
CAISO,1,20231614,587
CAISO,1,20231615,395
CAISO,1,20231616,464
CAISO,1,20231617,699
CAISO,1,20231618,512
CAISO,1,20231619,190
CAISO,1,20231620,189
CAISO,1,20231621,184
CAISO,1,20231622,170
CAISO,1,20231623,158
CAISO,1,20231624,150
CAISO,1,20231701,171
CAISO,1,20231702,168
CAISO,1,20231703,166
CAISO,1,20231704,165
CAISO,1,20231705,166
CAISO,1,20231706,172
CAISO,1,20231707,183
CAISO,1,20231708,457
CAISO,1,20231709,493
CAISO,1,20231710,600
CAISO,1,20231711,605
CAISO,1,20231712,546
CAISO,1,20231713,652
CAISO,1,20231714,710
CAISO,1,20231715,834
CAISO,1,20231716,873
CAISO,1,20231717,863
CAISO,1,20231718,529
CAISO,1,20231719,253
CAISO,1,20231720,222
CAISO,1,20231721,211
CAISO,1,20231722,202
CAISO,1,20231723,192
CAISO,1,20231724,180
CAISO,1,20231801,182
CAISO,1,20231802,179
CAISO,1,20231803,177
CAISO,1,20231804,177
CAISO,1,20231805,179
CAISO,1,20231806,184
CAISO,1,20231807,193
CAISO,1,20231808,231
CAISO,1,20231809,597
CAISO,1,20231810,625
CAISO,1,20231811,694
CAISO,1,20231812,623
CAISO,1,20231813,622
CAISO,1,20231814,772
CAISO,1,20231815,853
CAISO,1,20231816,879
CAISO,1,20231817,842
CAISO,1,20231818,249
CAISO,1,20231819,223
CAISO,1,20231820,222
CAISO,1,20231821,220
CAISO,1,20231822,236
CAISO,1,20231823,228
CAISO,1,20231824,221
CAISO,1,20231901,170
CAISO,1,20231902,168
CAISO,1,20231903,167
CAISO,1,20231904,168
CAISO,1,20231905,172
CAISO,1,20231906,180
CAISO,1,20231907,441
CAISO,1,20231908,690
CAISO,1,20231909,715
CAISO,1,20231910,668
CAISO,1,20231911,626
CAISO,1,20231912,699
CAISO,1,20231913,635
CAISO,1,20231914,623
CAISO,1,20231915,919
CAISO,1,20231916,720
CAISO,1,20231917,890
CAISO,1,20231918,739
CAISO,1,20231919,244
CAISO,1,20231920,243
CAISO,1,20231921,243
CAISO,1,20231922,238
CAISO,1,20231923,232
CAISO,1,20231924,200
CAISO,1,20232001,168
CAISO,1,20232002,166
CAISO,1,20232003,165
CAISO,1,20232004,166
CAISO,1,20232005,171
CAISO,1,20232006,190
CAISO,1,20232007,451
CAISO,1,20232008,682
CAISO,1,20232009,603
CAISO,1,20232010,683
CAISO,1,20232011,642
CAISO,1,20232012,714
CAISO,1,20232013,649
CAISO,1,20232014,637
CAISO,1,20232015,920
CAISO,1,20232016,725
CAISO,1,20232017,855
CAISO,1,20232018,737
CAISO,1,20232019,230
CAISO,1,20232020,189
CAISO,1,20232021,188
CAISO,1,20232022,178
CAISO,1,20232023,169
CAISO,1,20232024,163
CAISO,1,20232101,177
CAISO,1,20232102,174
CAISO,1,20232103,172
CAISO,1,20232104,187
CAISO,1,20232105,207
CAISO,1,20232106,236
CAISO,1,20232107,836
CAISO,1,20232108,671
CAISO,1,20232109,593
CAISO,1,20232110,677
CAISO,1,20232111,637
CAISO,1,20232112,711
CAISO,1,20232113,648
CAISO,1,20232114,639
CAISO,1,20232115,925
CAISO,1,20232116,751
CAISO,1,20232117,872
CAISO,1,20232118,755
CAISO,1,20232119,275
CAISO,1,20232120,236
CAISO,1,20232121,230
CAISO,1,20232122,204
CAISO,1,20232123,205
CAISO,1,20232124,197
CAISO,1,20232201,156
CAISO,1,20232202,153
CAISO,1,20232203,152
CAISO,1,20232204,163
CAISO,1,20232205,167
CAISO,1,20232206,601
CAISO,1,20232207,455
CAISO,1,20232208,399
CAISO,1,20232209,396
CAISO,1,20232210,423
CAISO,1,20232211,446
CAISO,1,20232212,495
CAISO,1,20232213,532
CAISO,1,20232214,425
CAISO,1,20232215,474
CAISO,1,20232216,422
CAISO,1,20232217,424
CAISO,1,20232218,446
CAISO,1,20232219,334
CAISO,1,20232220,190
CAISO,1,20232221,188
CAISO,1,20232222,179
CAISO,1,20232223,170
CAISO,1,20232224,164
CAISO,1,20232301,233
CAISO,1,20232302,230
CAISO,1,20232303,195
CAISO,1,20232304,193
CAISO,1,20232305,183
CAISO,1,20232306,182
CAISO,1,20232307,231
CAISO,1,20232308,312
CAISO,1,20232309,355
CAISO,1,20232310,386
CAISO,1,20232311,413
CAISO,1,20232312,467
CAISO,1,20232313,518
CAISO,1,20232314,421
CAISO,1,20232315,485
CAISO,1,20232316,436
CAISO,1,20232317,569
CAISO,1,20232318,733
CAISO,1,20232319,364
CAISO,1,20232320,235
CAISO,1,20232321,232
CAISO,1,20232322,222
CAISO,1,20232323,203
CAISO,1,20232324,195
CAISO,1,20232401,139
CAISO,1,20232402,136
CAISO,1,20232403,134
CAISO,1,20232404,135
