project,period,fixed_cost_per_mw_yr,hyb_gen_fixed_cost_per_mw_yr,hyb_stor_fixed_cost_per_mw_yr,fixed_cost_per_mwh_year,fuel_production_capacity_fixed_cost_per_fuelunitperhour_yr,fuel_release_capacity_fixed_cost_per_fuelunitperhour_yr,fuel_storage_capacity_fixed_cost_per_fuelunit_yr
57562__PA17M,2026,0,,,0.0,,,
57563__H116M,2026,0,,,0.0,,,
57564__CTG,2026,0,,,,,,
57564__STG2,2026,0,,,,,,
57573__S188,2026,0,,,,,,
57580__CG1,2026,0,,,,,,
57580__CG2,2026,0,,,,,,
57584__BS1,2026,0,,,0.0,,,
57584__NT2,2026,0,,,,,,
57584__ST1,2026,0,,,,,,
57584__STG,2026,0,,,,,,
57585__1,2026,0,,,,,,
57653__CTG,2026,0,,,,,,
57653__STG,2026,0,,,,,,
57684__HR1,2026,0,,,,,,
57696__1,2026,0,,,,,,
57702__1,2026,0,,,,,,
57703__01A,2026,0,,,,,,
57703__01B,2026,0,,,,,,
57703__01C,2026,0,,,,,,
57703__02A,2026,0,,,,,,
57703__02B,2026,0,,,,,,
57703__03A,2026,0,,,,,,
57714__GEN1,2026,0,,,,,,
57714__GEN2,2026,0,,,,,,
57714__GEN3,2026,0,,,,,,
57714__GEN4,2026,0,,,,,,
57715__GEN1,2026,0,,,,,,
57715__GEN2,2026,0,,,,,,
57729__1,2026,0,,,0.0,,,
57729__2,2026,0,,,0.0,,,
57771__1,2026,0,,,,,,
57771__2,2026,0,,,,,,
57809__FRK00,2026,0,,,,,,
57811__ADB00,2026,0,,,,,,
57811__ADB01,2026,0,,,,,,
57861__UNT1,2026,0,,,,,,
57861__UNT2,2026,0,,,,,,
57876__UNT1,2026,0,,,,,,
57899__1,2026,0,,,,,,
57899__2,2026,0,,,,,,
57899__3,2026,0,,,,,,
57899__4,2026,0,,,,,,
57899__5,2026,0,,,,,,
57899__6,2026,0,,,,,,
57899__7,2026,0,,,,,,
57899__8,2026,0,,,,,,
57899__9,2026,0,,,,,,
57901__5,2026,0,,,,,,
57901__6,2026,0,,,,,,
57901__7,2026,0,,,,,,
57901__8,2026,0,,,,,,
57902__G_123,2026,0,,,,,,
57902__G_162,2026,0,,,,,,
57911__1,2026,0,,,,,,
57915__1,2026,0,,,,,,
57915__2,2026,0,,,,,,
57915__3,2026,0,,,,,,
57915__4,2026,0,,,,,,
57915__5,2026,0,,,,,,
57915__6,2026,0,,,,,,
57916__1,2026,0,,,,,,
57969__GEN1,2026,0,,,,,,
57971__COGEN,2026,0,,,,,,
57977__ENG1,2026,0,,,,,,
57977__ENG2,2026,0,,,,,,
57978__CT1,2026,0,,,,,,
57978__ST1,2026,0,,,,,,
57988__GEN1,2026,0,,,,,,
57988__GEN2,2026,0,,,,,,
57988__GEN3,2026,0,,,,,,
57988__GEN4,2026,0,,,,,,
57988__GEN_5,2026,0,,,,,,
57988__GEN_6,2026,0,,,,,,
57997__FH38M,2026,0,,,0.0,,,
58007__G1,2026,0,,,,,,
58007__G2,2026,0,,,,,,
58007__G3,2026,0,,,,,,
58007__G4,2026,0,,,,,,
58007__G5,2026,0,,,,,,
58022__NHS1,2026,0,,,,,,
58022__NHS2,2026,0,,,,,,
58022__NHS3,2026,0,,,,,,
58053__IG#2,2026,0,,,,,,
58053__OG#1,2026,0,,,,,,
58053__OG#3,2026,0,,,,,,
58056__JEN1,2026,0,,,,,,
58056__T100,2026,0,,,,,,
58056__T200,2026,0,,,,,,
58058__1,2026,0,,,,,,
58081__ATB_2,2026,0,,,,,,
58085__CATR1,2026,0,,,,,,
58085__CATR2,2026,0,,,,,,
58100__5900,2026,0,,,,,,
58109__TG2,2026,0,,,,,,
58122__GEN1,2026,0,,,,,,
58128__KRSO1,2026,0,,,,,,
58128__KRSO2,2026,0,,,,,,
58128__KRSO3,2026,0,,,,,,
58128__KRSO4,2026,0,,,,,,
58128__KRSO5,2026,0,,,,,,
58130__BMB_N,2026,0,,,,,,
58130__BMB_S,2026,0,,,,,,
58132__KSRO1,2026,0,,,,,,
58132__KSRO2,2026,0,,,,,,
58132__KSRO3,2026,0,,,,,,
58132__KSRO4,2026,0,,,,,,
58132__KSRO5,2026,0,,,,,,
58139__TURBI,2026,0,,,,,,
58168__TURB1,2026,0,,,,,,
58168__TURB2,2026,0,,,,,,
58168__TURB3,2026,0,,,,,,
58169__1,2026,0,,,,,,
58190__CG,2026,0,,,,,,
58191__GT1,2026,0,,,,,,
58191__GT2,2026,0,,,,,,
58191__GT3,2026,0,,,,,,
58191__GT4,2026,0,,,,,,
58198__GTG1,2026,0,,,,,,
58198__GTG2,2026,0,,,,,,
58198__STG1,2026,0,,,,,,
58199__G1,2026,0,,,,,,
58199__G2,2026,0,,,,,,
58211__HR2,2026,0,,,,,,
58216__1,2026,0,,,,,,
58223__1,2026,0,,,,,,
58223__2,2026,0,,,,,,
58223__3,2026,0,,,,,,
58251__TG3,2026,0,,,,,,
58251__TG4,2026,0,,,,,,
58253__GEN2,2026,0,,,,,,
58253__GEN3,2026,0,,,,,,
58253__GEN4,2026,0,,,,,,
58258__GEN1,2026,0,,,,,,
58258__GEN2,2026,0,,,,,,
58266__1,2026,0,,,,,,
58266__10,2026,0,,,,,,
58266__11,2026,0,,,,,,
58266__12,2026,0,,,,,,
58266__2,2026,0,,,,,,
58266__3,2026,0,,,,,,
58266__4,2026,0,,,,,,
58266__5,2026,0,,,,,,
58266__6,2026,0,,,,,,
58266__7,2026,0,,,,,,
58266__8,2026,0,,,,,,
58266__9,2026,0,,,,,,
58284__1,2026,0,,,,,,
58284__2,2026,0,,,,,,
58296__ROL6,2026,0,,,,,,
58297__ROL4,2026,0,,,,,,
58298__ROL3,2026,0,,,,,,
58299__XLX01,2026,0,,,,,,
58300__HON,2026,0,,,,,,
58301__JPR,2026,0,,,,,,
58302__LFT,2026,0,,,,,,
58303__TLR,2026,0,,,,,,
58319__1,2026,0,,,,,,
58319__3,2026,0,,,,,,
58319__5,2026,0,,,,,,
58320__362,2026,0,,,,,,
58352__G_11A,2026,0,,,,,,
58379__W3998,2026,0,,,,,,
58382__GEN1,2026,0,,,,,,
58382__GEN2,2026,0,,,,,,
58382__GEN3,2026,0,,,,,,
58383__H214M,2026,0,,,0.0,,,
58397__ENG1,2026,0,,,,,,
58413__CCGS1,2026,0,,,,,,
58413__CCGS2,2026,0,,,,,,
58413__CCGS3,2026,0,,,,,,
58413__CCGS4,2026,0,,,,,,
58413__CCGS5,2026,0,,,,,,
58413__CCGS6,2026,0,,,,,,
58413__CCGS7,2026,0,,,,,,
58413__CCGS8,2026,0,,,,,,
58413__CCGS9,2026,0,,,,,,
58429__1,2026,0,,,,,,
58429__2,2026,0,,,,,,
58429__3,2026,0,,,,,,
58429__4,2026,0,,,,,,
58429__5,2026,0,,,,,,
58432__COG1,2026,0,,,,,,
58432__COG2,2026,0,,,,,,
58432__COG3,2026,0,,,,,,
58435__ENG1,2026,0,,,,,,
58435__ENG2,2026,0,,,,,,
58436__ENG1,2026,0,,,,,,
58436__ENG2,2026,0,,,,,,
58437__ENG1,2026,0,,,,,,
58437__ENG2,2026,0,,,,,,
58462__MCST1,2026,0,,,0.0,,,
58503__GEN1,2026,0,,,,,,
58503__GEN2,2026,0,,,,,,
58523__STL2,2026,0,,,,,,
58525__COGEN,2026,0,,,,,,
58533__1,2026,0,,,,,,
58557__GT1,2026,0,,,,,,
58557__GT2,2026,0,,,,,,
58557__ST1,2026,0,,,,,,
58562__GT_1,2026,0,,,,,,
58562__GT_2,2026,0,,,,,,
58562__GT_3,2026,0,,,,,,
58562__GT_4,2026,0,,,,,,
58570__1_G1A,2026,0,,,,,,
58570__2_GIA,2026,0,,,,,,
58574__1,2026,0,,,,,,
58585__BESS,2026,0,,,0.0,,,
58585__COGN,2026,0,,,,,,
58591__GEN1,2026,0,,,,,,
58593__BS1,2026,0,,,,,,
58593__EM1,2026,0,,,,,,
58593__STG,2026,0,,,,,,
58597__CGN1,2026,0,,,,,,
58607__1,2026,0,,,,,,
58607__2,2026,0,,,,,,
58607__3,2026,0,,,,,,
58619__1,2026,0,,,,,,
58619__2,2026,0,,,,,,
58625__SRFC2,2026,0,,,,,,
58629__GEN_5,2026,0,,,,,,
58629__PB01,2026,0,,,,,,
58629__PB02,2026,0,,,,,,
58629__PB03,2026,0,,,,,,
58629__PB04,2026,0,,,,,,
58687__GEN1,2026,0,,,,,,
58687__GEN2,2026,0,,,,,,
58687__GEN3,2026,0,,,,,,
58688__A,2026,0,,,,,,
58688__B,2026,0,,,,,,
58688__C,2026,0,,,,,,
58699__GEN_1,2026,0,,,,,,
58699__GEN_2,2026,0,,,,,,
58899__GEN_2,2026,0,,,0.0,,,
58914__CG1,2026,0,,,,,,
58914__CG100,2026,0,,,,,,
58914__CG200,2026,0,,,,,,
58960__S200,2026,0,,,,,,
58960__S201,2026,0,,,,,,
58960__S202,2026,0,,,,,,
58960__S203,2026,0,,,,,,
58978__CVAP,2026,0,,,,,,
59002__CEC10,2026,0,,,,,,
59002__CEC11,2026,0,,,,,,
59002__CEC_6,2026,0,,,,,,
59002__CEC_7,2026,0,,,,,,
59002__CEC_8,2026,0,,,,,,
59002__CEC_9,2026,0,,,,,,
59020__GB36M,2026,0,,,0.0,,,
59074__14B,2026,0,,,,,,
59074__17A,2026,0,,,,,,
59074__17B,2026,0,,,,,,
59074__18A,2026,0,,,,,,
59074__18B,2026,0,,,,,,
59074__19A,2026,0,,,,,,
59074__19B,2026,0,,,,,,
59074__20A,2026,0,,,,,,
59074__20B,2026,0,,,,,,
59074__21A,2026,0,,,,,,
59074__21B,2026,0,,,,,,
59074__22A,2026,0,,,,,,
59074__22B,2026,0,,,,,,
59074__EG10A,2026,0,,,,,,
59074__EG10B,2026,0,,,,,,
59074__EG11A,2026,0,,,,,,
59074__EG11B,2026,0,,,,,,
59074__EG12A,2026,0,,,,,,
59074__EG12B,2026,0,,,,,,
59074__EG13A,2026,0,,,,,,
59074__EG13B,2026,0,,,,,,
59074__EG14A,2026,0,,,,,,
59074__EG15A,2026,0,,,,,,
59074__EG15B,2026,0,,,,,,
59074__EG16A,2026,0,,,,,,
59074__EG16B,2026,0,,,,,,
59074__EG1A,2026,0,,,,,,
59074__EG1B,2026,0,,,,,,
59074__EG2A,2026,0,,,,,,
59074__EG2B,2026,0,,,,,,
59074__EG3A,2026,0,,,,,,
59074__EG3B,2026,0,,,,,,
59074__EG4A,2026,0,,,,,,
59074__EG4B,2026,0,,,,,,
59074__EG5A,2026,0,,,,,,
59074__EG5B,2026,0,,,,,,
59074__EG6A,2026,0,,,,,,
59074__EG6B,2026,0,,,,,,
59074__EG7A,2026,0,,,,,,
59074__EG7B,2026,0,,,,,,
59074__EG8B,2026,0,,,,,,
59074__EG9A,2026,0,,,,,,
59074__EG9B,2026,0,,,,,,
59074__GEN8A,2026,0,,,,,,
59143__FR_1,2026,0,,,,,,
59143__FR_2,2026,0,,,,,,
59150__BESS1,2026,0,,,0.0,,,
59233__CT2,2026,0,,,,,,
59261__VZ300,2026,0,,,,,,
59279__LFT01,2026,0,,,,,,
59280__KLG00,2026,0,,,,,,
59299__RED1,2026,0,,,,,,
59299__RED2,2026,0,,,,,,
59338__CTG1,2026,0,,,,,,
59338__CTG2,2026,0,,,,,,
59338__ST9,2026,0,,,,,,
59382__SVEP1,2026,0,,,,,,
59395__MM26,2026,0,,,,,,
59395__MM27,2026,0,,,,,,
59444__DS10M,2026,0,,,0.0,,,
59456__P_TG4,2026,0,,,,,,
59457__Q_TG1,2026,0,,,,,,
59458__W_TG1,2026,0,,,,,,
59461__GEN01,2026,0,,,,,,
59461__GEN02,2026,0,,,,,,
59461__GEN03,2026,0,,,,,,
59461__GEN04,2026,0,,,,,,
59461__GEN05,2026,0,,,,,,
59461__GEN06,2026,0,,,,,,
59461__GEN07,2026,0,,,,,,
59496__ST601,2026,0,,,,,,
59529__GEN1,2026,0,,,,,,
59529__GEN_2,2026,0,,,,,,
59557__AC2FC,2026,0,,,,,,
59658__GEN1,2026,0,,,,,,
59660__3,2026,0,,,,,,
59660__4,2026,0,,,,,,
59660__9,2026,0,,,,,,
59704__JCBIO,2026,0,,,,,,
59784__CTG5,2026,0,,,,,,
59784__CTG6,2026,0,,,,,,
59784__ST11,2026,0,,,,,,
59800__AMZ00,2026,0,,,,,,
59802__MXM00,2026,0,,,,,,
59803__PXR00,2026,0,,,,,,
59804__SBK00,2026,0,,,,,,
59805__YAH00,2026,0,,,,,,
59817__BATT1,2026,0,,,0.0,,,
59817__PV1,2026,0,,,,,,
59871__GEN02,2026,0,,,0.0,,,
59877__MB20,2026,0,,,,,,
59939__BESS1,2026,0,,,0.0,,,
59939__BESS2,2026,0,,,0.0,,,
59952__1,2026,0,,,,,,
59952__2,2026,0,,,,,,
59952__3,2026,0,,,,,,
59952__4,2026,0,,,,,,
59952__5,2026,0,,,,,,
60016__A,2026,0,,,0.0,,,
60016__B,2026,0,,,0.0,,,
6008__1,2026,0,,,,,,
6008__2,2026,0,,,,,,
6008__3,2026,0,,,,,,
60092__BLST2,2026,0,,,0.0,,,
60093__BES1,2026,0,,,0.0,,,
60094__BLST3,2026,0,,,0.0,,,
60095__BLST4,2026,0,,,0.0,,,
60100__G_1,2026,0,,,,,,
60130__1,2026,0,,,,,,
60130__2,2026,0,,,,,,
60130__4,2026,0,,,,,,
60130__5,2026,0,,,,,,
60130__6,2026,0,,,,,,
6013__O1,2026,0,,,,,,
6013__O2,2026,0,,,,,,
60192__NFCP1,2026,0,,,,,,
60192__NFCP2,2026,0,,,,,,
6021__1,2026,0,,,,,,
6021__2,2026,0,,,,,,
6021__3,2026,0,,,,,,
60220__ZWED1,2026,0,,,,,,
60220__ZWED2,2026,0,,,,,,
60223__EQXOO,2026,0,,,,,,
60224__NTL00,2026,0,,,,,,
60231__BA1,2026,0,,,0.0,,,
60233__BESS1,2026,0,,,0.0,,,
60233__BESS2,2026,0,,,0.0,,,
60249__BES,2026,0,,,0.0,,,
60249__CGN,2026,0,,,,,,
60263__GEN1,2026,0,,,,,,
60263__GEN2,2026,0,,,,,,
60349__LFGG1,2026,0,,,,,,
60349__LFGG2,2026,0,,,,,,
60349__LFGG3,2026,0,,,,,,
60385__MB_18,2026,0,,,,,,
60419__DAC2G,2026,0,,,,,,
60421__WHR1,2026,0,,,,,,
60441__SSPC,2026,0,,,0.0,,,
60444__GLA,2026,0,,,0.0,,,
60491__SB3BS,2026,0,,,0.0,,,
60565__SES1,2026,0,,,0.0,,,
60565__SES2,2026,0,,,0.0,,,
60566__SES2,2026,0,,,0.0,,,
60567__SES1,2026,0,,,0.0,,,
60567__SES2,2026,0,,,0.0,,,
60568__SES,2026,0,,,0.0,,,
60569__SES,2026,0,,,0.0,,,
60570__SES,2026,0,,,0.0,,,
60571__NCEP,2026,0,,,,,,
6060__1,2026,0,,,,,,
6060__2,2026,0,,,,,,
6060__3,2026,0,,,,,,
6060__4,2026,0,,,,,,
60641__HDES1,2026,0,,,0.0,,,
60654__GEN02,2026,0,,,0.0,,,
60661__013A,2026,0,,,0.0,,,
60661__013B,2026,0,,,0.0,,,
60696__1,2026,0,,,,,,
60696__2,2026,0,,,,,,
60698__BESS1,2026,0,,,0.0,,,
60698__BESS2,2026,0,,,0.0,,,
60698__GT1,2026,0,,,,,,
60698__GT2,2026,0,,,,,,
60699__DESI1,2026,0,,,0.0,,,
60760__PE101,2026,0,,,0.0,,,
60768__CTG3,2026,0,,,,,,
60768__CTG4,2026,0,,,,,,
60768__ST10,2026,0,,,,,,
6076__3,2026,0,,,,,,
6076__4,2026,0,,,,,,
60785__OEC2,2026,0,,,,,,
60785__UNIT1,2026,0,,,,,,
60792__GT1,2026,0,,,,,,
60792__GT2,2026,0,,,,,,
607__1,2026,0,,,,,,
607__2,2026,0,,,,,,
607__3,2026,0,,,,,,
607__4,2026,0,,,,,,
6088__1,2026,0,,,,,,
6088__2,2026,0,,,,,,
6088__3,2026,0,,,,,,
6088__4,2026,0,,,,,,
60918__3,2026,0,,,,,,
60960__CTG1,2026,0,,,,,,
60960__CTG2,2026,0,,,,,,
60960__STG1,2026,0,,,,,,
60964__AEPB1,2026,0,,,0.0,,,
60974__2BESS,2026,0,,,0.0,,,
60996__BA1,2026,0,,,0.0,,,
6099__1,2026,0,,,,,,
6099__2,2026,0,,,,,,
6100__1,2026,0,,,0.0,,,
6100__2,2026,0,,,0.0,,,
6100__3,2026,0,,,0.0,,,
6101__1,2026,0,,,,,,
61075__NPM1,2026,0,,,,,,
61075__NPM10,2026,0,,,,,,
61075__NPM11,2026,0,,,,,,
61075__NPM12,2026,0,,,,,,
61075__NPM2,2026,0,,,,,,
61075__NPM3,2026,0,,,,,,
61075__NPM4,2026,0,,,,,,
61075__NPM5,2026,0,,,,,,
61075__NPM6,2026,0,,,,,,
61075__NPM7,2026,0,,,,,,
61075__NPM8,2026,0,,,,,,
61075__NPM9,2026,0,,,,,,
61098__BMBS,2026,0,,,0.0,,,
61107__VRF,2026,0,,,0.0,,,
6112__1,2026,0,,,,,,
6112__2,2026,0,,,,,,
6112__3,2026,0,,,,,,
6112__4,2026,0,,,,,,
6112__5,2026,0,,,,,,
6112__6,2026,0,,,,,,
61153__AT057,2026,0,,,,,,
61154__AT058,2026,0,,,,,,
61167__BESS,2026,0,,,0.0,,,
61168__61168,2026,0,,,0.0,,,
61169__61169,2026,0,,,0.0,,,
61197__PIMA,2026,0,,,0.0,,,
61204__ALMTS,2026,0,,,0.0,,,
6120__2,2026,0,,,,,,
6120__3,2026,0,,,,,,
61365__FBES,2026,0,,,0.0,,,
61366__TGES,2026,0,,,0.0,,,
61390__PMRDO,2026,0,,,0.0,,,
61431__BCNB1,2026,0,,,0.0,,,
61439__PANBS,2026,0,,,0.0,,,
61464__G_1,2026,0,,,,,,
61464__G_2,2026,0,,,,,,
61464__G_3,2026,0,,,,,,
61464__G_4,2026,0,,,,,,
61464__G_5,2026,0,,,,,,
61464__G_6,2026,0,,,,,,
61474__G_1,2026,0,,,,,,
61474__G_2,2026,0,,,,,,
61474__G_3,2026,0,,,,,,
61474__G_4,2026,0,,,,,,
61475__G_1,2026,0,,,,,,
61475__G_2,2026,0,,,,,,
61475__G_3,2026,0,,,,,,
61475__G_4,2026,0,,,,,,
61475__G_5,2026,0,,,,,,
61476__G_1,2026,0,,,,,,
61476__G_2,2026,0,,,,,,
61476__G_3,2026,0,,,,,,
61476__G_4,2026,0,,,,,,
61476__G_5,2026,0,,,,,,
61482__G_1,2026,0,,,,,,
61482__G_10,2026,0,,,,,,
61482__G_11,2026,0,,,,,,
61482__G_12,2026,0,,,,,,
61482__G_2,2026,0,,,,,,
61482__G_3,2026,0,,,,,,
61482__G_4,2026,0,,,,,,
61482__G_5,2026,0,,,,,,
61482__G_6,2026,0,,,,,,
61482__G_7,2026,0,,,,,,
61482__G_8,2026,0,,,,,,
61482__G_9,2026,0,,,,,,
61482__S_13,2026,0,,,,,,
61501__GEN1,2026,0,,,,,,
61502__GEN1,2026,0,,,,,,
61503__GEN1,2026,0,,,,,,
61508__1,2026,0,,,,,,
61508__2,2026,0,,,,,,
61508__3,2026,0,,,,,,
61508__4,2026,0,,,,,,
61508__5,2026,0,,,,,,
6163__PG10,2026,0,,,0.0,,,
6163__PG11,2026,0,,,0.0,,,
6163__PG12,2026,0,,,0.0,,,
6163__PG7,2026,0,,,0.0,,,
6163__PG8,2026,0,,,0.0,,,
6163__PG9,2026,0,,,0.0,,,
6165__1,2026,0,,,,,,
6165__2,2026,0,,,,,,
6165__3,2026,0,,,,,,
61661__VISTA,2026,0,,,0.0,,,
61678__BA1,2026,0,,,0.0,,,
61721__WLA01,2026,0,,,0.0,,,
61722__IRV01,2026,0,,,0.0,,,
61722__IRV1W,2026,0,,,0.0,,,
61723__IRV06,2026,0,,,0.0,,,
61723__IRV2W,2026,0,,,0.0,,,
61754__1,2026,0,,,,,,
61754__2,2026,0,,,,,,
61761__GEN_1,2026,0,,,,,,
6177__CO1,2026,0,,,,,,
6177__CO2,2026,0,,,,,,
61795__12649,2026,0,,,0.0,,,
61801__10002,2026,0,,,0.0,,,
61802__10001,2026,0,,,0.0,,,
61803__10003,2026,0,,,0.0,,,
61846__MM27,2026,0,,,,,,
61861__SRP,2026,0,,,0.0,,,
61912__G1A,2026,0,,,,,,
61912__OEC31,2026,0,,,,,,
61912__OEC32,2026,0,,,,,,
61913__B1,2026,0,,,0.0,,,
61925__CMNMB,2026,0,,,0.0,,,
61993__GDCBA,2026,0,,,0.0,,,
61995__UCMBA,2026,0,,,0.0,,,
6204__1,2026,0,,,,,,
6204__2,2026,0,,,,,,
6204__3,2026,0,,,,,,
6208__1,2026,0,,,0.0,,,
6208__2,2026,0,,,0.0,,,
6210__1,2026,0,,,,,,
62115__1A,2026,0,,,,,,
62115__1B,2026,0,,,,,,
62115__1S,2026,0,,,,,,
62116__1A,2026,0,,,,,,
62116__1B,2026,0,,,,,,
62116__1S,2026,0,,,,,,
6211__GEN1,2026,0,,,,,,
6211__GEN3,2026,0,,,,,,
62175__DIBLO,2026,0,,,0.0,,,
62176__21Z,2026,0,,,,,,
62176__PF,2026,0,,,,,,
62248__2,2026,0,,,0.0,,,
62319__1,2026,0,,,,,,
62373__I25BA,2026,0,,,0.0,,,
62418__4,2026,0,,,,,,
62419__4,2026,0,,,,,,
62441__U1,2026,0,,,0.0,,,
62458__RAT00,2026,0,,,,,,
62459__SMC01,2026,0,,,,,,
62460__DESI2,2026,0,,,0.0,,,
6248__1,2026,0,,,,,,
62497__OCES2,2026,0,,,0.0,,,
62499__OCES3,2026,0,,,0.0,,,
62515__HH4MW,2026,0,,,0.0,,,
62564__ELKHO,2026,0,,,0.0,,,
62571__DSY01,2026,0,,,,,,
62573__ATT56,2026,0,,,,,,
62574__ATT93,2026,0,,,,,,
62575__FLX01,2026,0,,,,,,
62577__AP11A,2026,0,,,,,,
62577__AP11B,2026,0,,,,,,
62577__AP11C,2026,0,,,,,,
62577__AP11D,2026,0,,,,,,
62671__EQX1A,2026,0,,,,,,
62671__EQX1B,2026,0,,,,,,
62697__NTL3A,2026,0,,,,,,
62697__NTL3B,2026,0,,,,,,
62698__KR059,2026,0,,,,,,
62699__KSR24,2026,0,,,,,,
62700__KSR23,2026,0,,,,,,
62701__KS18A,2026,0,,,,,,
62701__KS18B,2026,0,,,,,,
62702__EQ14A,2026,0,,,,,,
62702__EQ14B,2026,0,,,,,,
62703__EQ13A,2026,0,,,,,,
62703__EQ13B,2026,0,,,,,,
62703__EQX05,2026,0,,,,,,
62704__EQX09,2026,0,,,,,,
62704__EQX95,2026,0,,,,,,
62705__EQX08,2026,0,,,,,,
62726__1,2026,0,,,,,,
62729__PAIN1,2026,0,,,0.0,,,
62745__BTRY,2026,0,,,0.0,,,
62754__BA,2026,0,,,0.0,,,
62801__ORN34,2026,0,,,0.0,,,
62874__ACOR1,2026,0,,,0.0,,,
62875__WILD1,2026,0,,,0.0,,,
62889__HEGJF,2026,0,,,0.0,,,
62889__HJFII,2026,0,,,0.0,,,
62964__EL50M,2026,0,,,0.0,,,
63001__OH1,2026,0,,,,,,
63001__OH2,2026,0,,,,,,
63001__OL1,2026,0,,,,,,
63001__OL2,2026,0,,,,,,
63022__1,2026,0,,,0.0,,,
63094__SBAD1,2026,0,,,,,,
63094__SBAD2,2026,0,,,,,,
63172__ARESS,2026,0,,,0.0,,,
63281__GT1,2026,0,,,,,,
63281__GT2,2026,0,,,,,,
63281__GT3,2026,0,,,,,,
63281__GT4,2026,0,,,,,,
63281__GT5,2026,0,,,,,,
63281__GT6,2026,0,,,,,,
63281__GT7,2026,0,,,,,,
63285__79G1,2026,0,,,,,,
63325__YORK1,2026,0,,,0.0,,,
63326__CAD1,2026,0,,,0.0,,,
63352__ARPV1,2026,0,,,0.0,,,
63365__SL3,2026,0,,,,,,
63420__BA903,2026,0,,,0.0,,,
63421__BA291,2026,0,,,0.0,,,
63422__BA112,2026,0,,,0.0,,,
63423__GEN1,2026,0,,,,,,
63439__CCFC1,2026,0,,,,,,
63486__DA04B,2026,0,,,0.0,,,
63490__OEC1,2026,0,,,,,,
63491__OEC1,2026,0,,,,,,
63508__CSBA1,2026,0,,,0.0,,,
63510__ST1,2026,0,,,0.0,,,
63529__LLAGS,2026,0,,,0.0,,,
63545__BESS1,2026,0,,,0.0,,,
63603__ILM01,2026,0,,,,,,
63604__EXN02,2026,0,,,,,,
63605__ATT35,2026,0,,,,,,
63606__ATT27,2026,0,,,,,,
63607__EXN01,2026,0,,,,,,
63609__ALRGN,2026,0,,,0.0,,,
63610__BAKER,2026,0,,,0.0,,,
63611__CSULB,2026,0,,,0.0,,,
63612__DATS0,2026,0,,,0.0,,,
63613__DOWNY,2026,0,,,0.0,,,
63614__LAWRP,2026,0,,,0.0,,,
63615__LBCON,2026,0,,,0.0,,,
63616__OCSD1,2026,0,,,0.0,,,
63617__SOCCD,2026,0,,,0.0,,,
63622__OES01,2026,0,,,,,,
63622__OES02,2026,0,,,,,,
63638__CTC13,2026,0,,,,,,
63685__LUNA,2026,0,,,0.0,,,
63699__AGT0A,2026,0,,,,,,
63699__AGT0B,2026,0,,,,,,
63701__CST1A,2026,0,,,,,,
63701__CST1B,2026,0,,,,,,
63704__EQ10A,2026,0,,,,,,
63704__EQ10B,2026,0,,,,,,
63705__EQ11A,2026,0,,,,,,
63705__EQ11B,2026,0,,,,,,
63705__EQ11C,2026,0,,,,,,
63708__EQ15A,2026,0,,,,,,
63708__EQ15B,2026,0,,,,,,
63711__JSR00,2026,0,,,,,,
63712__KSR28,2026,0,,,,,,
63714__GEN05,2026,0,,,,,,
63715__SCU00,2026,0,,,,,,
63716__KSR53,2026,0,,,,,,
63717__TLR0A,2026,0,,,,,,
63717__TLR0B,2026,0,,,,,,
63717__TLR0C,2026,0,,,,,,
63722__BA1,2026,0,,,0.0,,,
63727__SLB3C,2026,0,,,0.0,,,
63727__SLBES,2026,0,,,0.0,,,
63727__SLBPW,2026,0,,,0.0,,,
63727__SLBSV,2026,0,,,0.0,,,
63728__BESS,2026,0,,,0.0,,,
63731__NT125,2026,0,,,0.0,,,
63735__SLV01,2026,0,,,0.0,,,
63736__BESS1,2026,0,,,0.0,,,
63755__E1,2026,0,,,,,,
63755__E2,2026,0,,,,,,
63755__E3,2026,0,,,,,,
63776__TW100,2026,0,,,0.0,,,
63798__ATLB1,2026,0,,,0.0,,,
63834__GTWAY,2026,0,,,0.0,,,
63843__SASP1,2026,0,,,0.0,,,
63848__BESS1,2026,0,,,0.0,,,
63849__BESS1,2026,0,,,0.0,,,
63859__RCBA,2026,0,,,0.0,,,
63878__HBESS,2026,0,,,0.0,,,
63891__SATCY,2026,0,,,0.0,,,
63913__DODGB,2026,0,,,0.0,,,
63930__CF60,2026,0,,,0.0,,,
63933__DLES1,2026,0,,,0.0,,,
63943__61730,2026,0,,,0.0,,,
64005__MMR_1,2026,0,,,,,,
64027__MB19,2026,0,,,,,,
64103__DH003,2026,0,,,0.0,,,
64105__MAV04,2026,0,,,0.0,,,
64141__4,2026,0,,,,,,
64148__FISHB,2026,0,,,0.0,,,
64197__FTHSB,2026,0,,,0.0,,,
64198__HRBE,2026,0,,,0.0,,,
64210__50LWB,2026,0,,,0.0,,,
64212__PSBES,2026,0,,,0.0,,,
64215__45MGB,2026,0,,,0.0,,,
64426__WILBA,2026,0,,,0.0,,,
64446__AMGB,2026,0,,,0.0,,,
64481__AEC2B,2026,0,,,0.0,,,
64489__GEN2,2026,0,,,0.0,,,
64505__LFGE1,2026,0,,,,,,
64505__LFGE2,2026,0,,,,,,
64531__KOV4A,2026,0,,,0.0,,,
64558__CHW1,2026,0,,,0.0,,,
64564__AEC3B,2026,0,,,0.0,,,
