frequency_response_ba,stage_id,timepoint,frequency_response_mw
CAISO,1,20221611,770
CAISO,1,20221612,770
CAISO,1,20221613,770
CAISO,1,20221614,770
CAISO,1,20221615,770
CAISO,1,20221616,770
CAISO,1,20221617,770
CAISO,1,20221618,770
CAISO,1,20221619,770
CAISO,1,20221620,770
CAISO,1,20221621,770
CAISO,1,20221622,770
CAISO,1,20221623,770
CAISO,1,20221624,770
CAISO,1,20221701,770
CAISO,1,20221702,770
CAISO,1,20221703,770
CAISO,1,20221704,770
CAISO,1,20221705,770
CAISO,1,20221706,770
CAISO,1,20221707,770
CAISO,1,20221708,770
CAISO,1,20221709,770
CAISO,1,20221710,770
CAISO,1,20221711,770
CAISO,1,20221712,770
CAISO,1,20221713,770
CAISO,1,20221714,770
CAISO,1,20221715,770
CAISO,1,20221716,770
CAISO,1,20221717,770
CAISO,1,20221718,770
CAISO,1,20221719,770
CAISO,1,20221720,770
CAISO,1,20221721,770
CAISO,1,20221722,770
CAISO,1,20221723,770
CAISO,1,20221724,770
CAISO,1,20221801,770
CAISO,1,20221802,770
CAISO,1,20221803,770
CAISO,1,20221804,770
CAISO,1,20221805,770
CAISO,1,20221806,770
CAISO,1,20221807,770
CAISO,1,20221808,770
CAISO,1,20221809,770
CAISO,1,20221810,770
CAISO,1,20221811,770
CAISO,1,20221812,770
CAISO,1,20221813,770
CAISO,1,20221814,770
CAISO,1,20221815,770
CAISO,1,20221816,770
CAISO,1,20221817,770
CAISO,1,20221818,770
CAISO,1,20221819,770
CAISO,1,20221820,770
CAISO,1,20221821,770
CAISO,1,20221822,770
CAISO,1,20221823,770
CAISO,1,20221824,770
CAISO,1,20221901,770
CAISO,1,20221902,770
CAISO,1,20221903,770
CAISO,1,20221904,770
CAISO,1,20221905,770
CAISO,1,20221906,770
CAISO,1,20221907,770
CAISO,1,20221908,770
CAISO,1,20221909,770
CAISO,1,20221910,770
CAISO,1,20221911,770
CAISO,1,20221912,770
CAISO,1,20221913,770
CAISO,1,20221914,770
CAISO,1,20221915,770
CAISO,1,20221916,770
CAISO,1,20221917,770
CAISO,1,20221918,770
CAISO,1,20221919,770
CAISO,1,20221920,770
CAISO,1,20221921,770
CAISO,1,20221922,770
CAISO,1,20221923,770
CAISO,1,20221924,770
CAISO,1,20222001,770
CAISO,1,20222002,770
CAISO,1,20222003,770
CAISO,1,20222004,770
CAISO,1,20222005,770
CAISO,1,20222006,770
CAISO,1,20222007,770
CAISO,1,20222008,770
CAISO,1,20222009,770
CAISO,1,20222010,770
CAISO,1,20222011,770
CAISO,1,20222012,770
CAISO,1,20222013,770
CAISO,1,20222014,770
CAISO,1,20222015,770
CAISO,1,20222016,770
CAISO,1,20222017,770
CAISO,1,20222018,770
CAISO,1,20222019,770
CAISO,1,20222020,770
CAISO,1,20222021,770
CAISO,1,20222022,770
CAISO,1,20222023,770
CAISO,1,20222024,770
CAISO,1,20222101,770
CAISO,1,20222102,770
CAISO,1,20222103,770
CAISO,1,20222104,770
CAISO,1,20222105,770
CAISO,1,20222106,770
CAISO,1,20222107,770
CAISO,1,20222108,770
CAISO,1,20222109,770
CAISO,1,20222110,770
CAISO,1,20222111,770
CAISO,1,20222112,770
CAISO,1,20222113,770
CAISO,1,20222114,770
CAISO,1,20222115,770
CAISO,1,20222116,770
CAISO,1,20222117,770
CAISO,1,20222118,770
CAISO,1,20222119,770
CAISO,1,20222120,770
CAISO,1,20222121,770
CAISO,1,20222122,770
CAISO,1,20222123,770
CAISO,1,20222124,770
CAISO,1,20222201,770
CAISO,1,20222202,770
CAISO,1,20222203,770
CAISO,1,20222204,770
CAISO,1,20222205,770
CAISO,1,20222206,770
CAISO,1,20222207,770
CAISO,1,20222208,770
CAISO,1,20222209,770
CAISO,1,20222210,770
CAISO,1,20222211,770
CAISO,1,20222212,770
CAISO,1,20222213,770
CAISO,1,20222214,770
CAISO,1,20222215,770
CAISO,1,20222216,770
CAISO,1,20222217,770
CAISO,1,20222218,770
CAISO,1,20222219,770
CAISO,1,20222220,770
CAISO,1,20222221,770
CAISO,1,20222222,770
CAISO,1,20222223,770
CAISO,1,20222224,770
CAISO,1,20222301,770
CAISO,1,20222302,770
CAISO,1,20222303,770
CAISO,1,20222304,770
CAISO,1,20222305,770
CAISO,1,20222306,770
CAISO,1,20222307,770
CAISO,1,20222308,770
CAISO,1,20222309,770
CAISO,1,20222310,770
CAISO,1,20222311,770
CAISO,1,20222312,770
CAISO,1,20222313,770
CAISO,1,20222314,770
CAISO,1,20222315,770
CAISO,1,20222316,770
CAISO,1,20222317,770
CAISO,1,20222318,770
CAISO,1,20222319,770
CAISO,1,20222320,770
CAISO,1,20222321,770
CAISO,1,20222322,770
CAISO,1,20222323,770
CAISO,1,20222324,770
CAISO,1,20222401,770
CAISO,1,20222402,770
CAISO,1,20222403,770
CAISO,1,20222404,770
CAISO,1,20222405,770
CAISO,1,20222406,770
CAISO,1,20222407,770
CAISO,1,20222408,770
CAISO,1,20222409,770
CAISO,1,20222410,770
CAISO,1,20222411,770
CAISO,1,20222412,770
CAISO,1,20222413,770
CAISO,1,20222414,770
CAISO,1,20222415,770
CAISO,1,20222416,770
CAISO,1,20222417,770
CAISO,1,20222418,770
CAISO,1,20222419,770
CAISO,1,20222420,770
CAISO,1,20222421,770
CAISO,1,20222422,770
CAISO,1,20222423,770
CAISO,1,20222424,770
CAISO,1,20222501,770
CAISO,1,20222502,770
CAISO,1,20222503,770
CAISO,1,20222504,770
CAISO,1,20222505,770
CAISO,1,20222506,770
CAISO,1,20222507,770
CAISO,1,20222508,770
CAISO,1,20222509,770
CAISO,1,20222510,770
CAISO,1,20222511,770
CAISO,1,20222512,770
CAISO,1,20222513,770
CAISO,1,20222514,770
CAISO,1,20222515,770
CAISO,1,20222516,770
CAISO,1,20222517,770
CAISO,1,20222518,770
CAISO,1,20222519,770
CAISO,1,20222520,770
CAISO,1,20222521,770
CAISO,1,20222522,770
CAISO,1,20222523,770
CAISO,1,20222524,770
CAISO,1,20222601,770
CAISO,1,20222602,770
CAISO,1,20222603,770
CAISO,1,20222604,770
CAISO,1,20222605,770
CAISO,1,20222606,770
CAISO,1,20222607,770
CAISO,1,20222608,770
CAISO,1,20222609,770
CAISO,1,20222610,770
CAISO,1,20222611,770
CAISO,1,20222612,770
CAISO,1,20222613,770
CAISO,1,20222614,770
CAISO,1,20222615,770
CAISO,1,20222616,770
CAISO,1,20222617,770
CAISO,1,20222618,770
CAISO,1,20222619,770
CAISO,1,20222620,770
CAISO,1,20222621,770
CAISO,1,20222622,770
CAISO,1,20222623,770
CAISO,1,20222624,770
CAISO,1,20222701,770
CAISO,1,20222702,770
CAISO,1,20222703,770
CAISO,1,20222704,770
CAISO,1,20222705,770
CAISO,1,20222706,770
CAISO,1,20222707,770
CAISO,1,20222708,770
CAISO,1,20222709,770
CAISO,1,20222710,770
CAISO,1,20222711,770
CAISO,1,20222712,770
CAISO,1,20222713,770
CAISO,1,20222714,770
CAISO,1,20222715,770
CAISO,1,20222716,770
CAISO,1,20222717,770
CAISO,1,20222718,770
CAISO,1,20222719,770
CAISO,1,20222720,770
CAISO,1,20222721,770
CAISO,1,20222722,770
CAISO,1,20222723,770
CAISO,1,20222724,770
CAISO,1,20222801,770
CAISO,1,20222802,770
CAISO,1,20222803,770
CAISO,1,20222804,770
CAISO,1,20222805,770
CAISO,1,20222806,770
CAISO,1,20222807,770
CAISO,1,20222808,770
CAISO,1,20222809,770
CAISO,1,20222810,770
CAISO,1,20222811,770
CAISO,1,20222812,770
CAISO,1,20222813,770
CAISO,1,20222814,770
CAISO,1,20222815,770
CAISO,1,20222816,770
CAISO,1,20222817,770
CAISO,1,20222818,770
CAISO,1,20222819,770
CAISO,1,20222820,770
CAISO,1,20222821,770
CAISO,1,20222822,770
CAISO,1,20222823,770
CAISO,1,20222824,770
CAISO,1,20222901,770
CAISO,1,20222902,770
CAISO,1,20222903,770
CAISO,1,20222904,770
CAISO,1,20222905,770
CAISO,1,20222906,770
CAISO,1,20222907,770
CAISO,1,20222908,770
CAISO,1,20222909,770
CAISO,1,20222910,770
CAISO,1,20222911,770
CAISO,1,20222912,770
CAISO,1,20222913,770
CAISO,1,20222914,770
CAISO,1,20222915,770
CAISO,1,20222916,770
CAISO,1,20222917,770
CAISO,1,20222918,770
CAISO,1,20222919,770
CAISO,1,20222920,770
CAISO,1,20222921,770
CAISO,1,20222922,770
CAISO,1,20222923,770
CAISO,1,20222924,770
CAISO,1,20223001,770
CAISO,1,20223002,770
CAISO,1,20223003,770
CAISO,1,20223004,770
CAISO,1,20223005,770
CAISO,1,20223006,770
CAISO,1,20223007,770
CAISO,1,20223008,770
CAISO,1,20223009,770
CAISO,1,20223010,770
CAISO,1,20223011,770
CAISO,1,20223012,770
CAISO,1,20223013,770
CAISO,1,20223014,770
CAISO,1,20223015,770
CAISO,1,20223016,770
CAISO,1,20223017,770
CAISO,1,20223018,770
CAISO,1,20223019,770
CAISO,1,20223020,770
CAISO,1,20223021,770
CAISO,1,20223022,770
CAISO,1,20223023,770
CAISO,1,20223024,770
CAISO,1,20223101,770
CAISO,1,20223102,770
CAISO,1,20223103,770
CAISO,1,20223104,770
CAISO,1,20223105,770
CAISO,1,20223106,770
CAISO,1,20223107,770
CAISO,1,20223108,770
CAISO,1,20223109,770
CAISO,1,20223110,770
CAISO,1,20223111,770
CAISO,1,20223112,770
CAISO,1,20223113,770
CAISO,1,20223114,770
CAISO,1,20223115,770
CAISO,1,20223116,770
CAISO,1,20223117,770
CAISO,1,20223118,770
CAISO,1,20223119,770
CAISO,1,20223120,770
CAISO,1,20223121,770
CAISO,1,20223122,770
CAISO,1,20223123,770
CAISO,1,20223124,770
CAISO,1,20223201,770
CAISO,1,20223202,770
CAISO,1,20223203,770
CAISO,1,20223204,770
CAISO,1,20223205,770
CAISO,1,20223206,770
CAISO,1,20223207,770
CAISO,1,20223208,770
CAISO,1,20223209,770
CAISO,1,20223210,770
CAISO,1,20223211,770
CAISO,1,20223212,770
CAISO,1,20223213,770
CAISO,1,20223214,770
CAISO,1,20223215,770
CAISO,1,20223216,770
CAISO,1,20223217,770
CAISO,1,20223218,770
CAISO,1,20223219,770
CAISO,1,20223220,770
CAISO,1,20223221,770
CAISO,1,20223222,770
CAISO,1,20223223,770
CAISO,1,20223224,770
CAISO,1,20223301,770
CAISO,1,20223302,770
CAISO,1,20223303,770
CAISO,1,20223304,770
CAISO,1,20223305,770
CAISO,1,20223306,770
CAISO,1,20223307,770
CAISO,1,20223308,770
CAISO,1,20223309,770
CAISO,1,20223310,770
CAISO,1,20223311,770
CAISO,1,20223312,770
CAISO,1,20223313,770
CAISO,1,20223314,770
CAISO,1,20223315,770
CAISO,1,20223316,770
CAISO,1,20223317,770
CAISO,1,20223318,770
CAISO,1,20223319,770
CAISO,1,20223320,770
CAISO,1,20223321,770
CAISO,1,20223322,770
CAISO,1,20223323,770
CAISO,1,20223324,770
CAISO,1,20223401,770
CAISO,1,20223402,770
CAISO,1,20223403,770
CAISO,1,20223404,770
CAISO,1,20223405,770
CAISO,1,20223406,770
CAISO,1,20223407,770
CAISO,1,20223408,770
CAISO,1,20223409,770
CAISO,1,20223410,770
CAISO,1,20223411,770
CAISO,1,20223412,770
CAISO,1,20223413,770
CAISO,1,20223414,770
CAISO,1,20223415,770
CAISO,1,20223416,770
CAISO,1,20223417,770
CAISO,1,20223418,770
CAISO,1,20223419,770
CAISO,1,20223420,770
CAISO,1,20223421,770
CAISO,1,20223422,770
CAISO,1,20223423,770
CAISO,1,20223424,770
CAISO,1,20223501,770
CAISO,1,20223502,770
CAISO,1,20223503,770
CAISO,1,20223504,770
CAISO,1,20223505,770
CAISO,1,20223506,770
CAISO,1,20223507,770
CAISO,1,20223508,770
CAISO,1,20223509,770
CAISO,1,20223510,770
CAISO,1,20223511,770
CAISO,1,20223512,770
CAISO,1,20223513,770
CAISO,1,20223514,770
CAISO,1,20223515,770
CAISO,1,20223516,770
CAISO,1,20223517,770
CAISO,1,20223518,770
CAISO,1,20223519,770
CAISO,1,20223520,770
CAISO,1,20223521,770
CAISO,1,20223522,770
CAISO,1,20223523,770
CAISO,1,20223524,770
CAISO,1,20223601,770
CAISO,1,20223602,770
CAISO,1,20223603,770
CAISO,1,20223604,770
CAISO,1,20223605,770
CAISO,1,20223606,770
CAISO,1,20223607,770
CAISO,1,20223608,770
CAISO,1,20223609,770
CAISO,1,20223610,770
CAISO,1,20223611,770
CAISO,1,20223612,770
CAISO,1,20223613,770
CAISO,1,20223614,770
CAISO,1,20223615,770
CAISO,1,20223616,770
CAISO,1,20223617,770
CAISO,1,20223618,770
CAISO,1,20223619,770
CAISO,1,20223620,770
CAISO,1,20223621,770
CAISO,1,20223622,770
CAISO,1,20223623,770
CAISO,1,20223624,770
CAISO,1,20223701,770
CAISO,1,20223702,770
CAISO,1,20223703,770
CAISO,1,20223704,770
CAISO,1,20223705,770
CAISO,1,20223706,770
CAISO,1,20223707,770
CAISO,1,20223708,770
CAISO,1,20223709,770
CAISO,1,20223710,770
CAISO,1,20223711,770
CAISO,1,20223712,770
CAISO,1,20223713,770
CAISO,1,20223714,770
CAISO,1,20223715,770
CAISO,1,20223716,770
CAISO,1,20223717,770
CAISO,1,20223718,770
CAISO,1,20223719,770
CAISO,1,20223720,770
CAISO,1,20223721,770
CAISO,1,20223722,770
CAISO,1,20223723,770
CAISO,1,20223724,770
CAISO,1,20230101,770
CAISO,1,20230102,770
CAISO,1,20230103,770
CAISO,1,20230104,770
CAISO,1,20230105,770
CAISO,1,20230106,770
CAISO,1,20230107,770
CAISO,1,20230108,770
CAISO,1,20230109,770
CAISO,1,20230110,770
CAISO,1,20230111,770
CAISO,1,20230112,770
CAISO,1,20230113,770
CAISO,1,20230114,770
CAISO,1,20230115,770
CAISO,1,20230116,770
CAISO,1,20230117,770
CAISO,1,20230118,770
CAISO,1,20230119,770
CAISO,1,20230120,770
CAISO,1,20230121,770
CAISO,1,20230122,770
CAISO,1,20230123,770
CAISO,1,20230124,770
CAISO,1,20230201,770
CAISO,1,20230202,770
CAISO,1,20230203,770
CAISO,1,20230204,770
CAISO,1,20230205,770
CAISO,1,20230206,770
CAISO,1,20230207,770
CAISO,1,20230208,770
CAISO,1,20230209,770
CAISO,1,20230210,770
CAISO,1,20230211,770
CAISO,1,20230212,770
CAISO,1,20230213,770
CAISO,1,20230214,770
CAISO,1,20230215,770
CAISO,1,20230216,770
CAISO,1,20230217,770
CAISO,1,20230218,770
CAISO,1,20230219,770
CAISO,1,20230220,770
CAISO,1,20230221,770
CAISO,1,20230222,770
CAISO,1,20230223,770
CAISO,1,20230224,770
CAISO,1,20230301,770
CAISO,1,20230302,770
CAISO,1,20230303,770
CAISO,1,20230304,770
CAISO,1,20230305,770
CAISO,1,20230306,770
CAISO,1,20230307,770
CAISO,1,20230308,770
CAISO,1,20230309,770
CAISO,1,20230310,770
CAISO,1,20230311,770
CAISO,1,20230312,770
CAISO,1,20230313,770
CAISO,1,20230314,770
CAISO,1,20230315,770
CAISO,1,20230316,770
CAISO,1,20230317,770
CAISO,1,20230318,770
CAISO,1,20230319,770
CAISO,1,20230320,770
CAISO,1,20230321,770
CAISO,1,20230322,770
CAISO,1,20230323,770
CAISO,1,20230324,770
CAISO,1,20230401,770
CAISO,1,20230402,770
CAISO,1,20230403,770
CAISO,1,20230404,770
CAISO,1,20230405,770
CAISO,1,20230406,770
CAISO,1,20230407,770
CAISO,1,20230408,770
CAISO,1,20230409,770
CAISO,1,20230410,770
CAISO,1,20230411,770
CAISO,1,20230412,770
CAISO,1,20230413,770
CAISO,1,20230414,770
CAISO,1,20230415,770
CAISO,1,20230416,770
CAISO,1,20230417,770
CAISO,1,20230418,770
CAISO,1,20230419,770
CAISO,1,20230420,770
CAISO,1,20230421,770
CAISO,1,20230422,770
CAISO,1,20230423,770
CAISO,1,20230424,770
CAISO,1,20230501,770
CAISO,1,20230502,770
CAISO,1,20230503,770
CAISO,1,20230504,770
CAISO,1,20230505,770
CAISO,1,20230506,770
CAISO,1,20230507,770
CAISO,1,20230508,770
CAISO,1,20230509,770
CAISO,1,20230510,770
CAISO,1,20230511,770
CAISO,1,20230512,770
CAISO,1,20230513,770
CAISO,1,20230514,770
CAISO,1,20230515,770
CAISO,1,20230516,770
CAISO,1,20230517,770
CAISO,1,20230518,770
CAISO,1,20230519,770
CAISO,1,20230520,770
CAISO,1,20230521,770
CAISO,1,20230522,770
CAISO,1,20230523,770
CAISO,1,20230524,770
CAISO,1,20230601,770
CAISO,1,20230602,770
CAISO,1,20230603,770
CAISO,1,20230604,770
CAISO,1,20230605,770
CAISO,1,20230606,770
CAISO,1,20230607,770
CAISO,1,20230608,770
CAISO,1,20230609,770
CAISO,1,20230610,770
CAISO,1,20230611,770
CAISO,1,20230612,770
CAISO,1,20230613,770
CAISO,1,20230614,770
CAISO,1,20230615,770
CAISO,1,20230616,770
CAISO,1,20230617,770
CAISO,1,20230618,770
CAISO,1,20230619,770
CAISO,1,20230620,770
CAISO,1,20230621,770
CAISO,1,20230622,770
CAISO,1,20230623,770
CAISO,1,20230624,770
CAISO,1,20230701,770
CAISO,1,20230702,770
CAISO,1,20230703,770
CAISO,1,20230704,770
CAISO,1,20230705,770
CAISO,1,20230706,770
CAISO,1,20230707,770
CAISO,1,20230708,770
CAISO,1,20230709,770
CAISO,1,20230710,770
CAISO,1,20230711,770
CAISO,1,20230712,770
CAISO,1,20230713,770
CAISO,1,20230714,770
CAISO,1,20230715,770
CAISO,1,20230716,770
CAISO,1,20230717,770
CAISO,1,20230718,770
CAISO,1,20230719,770
CAISO,1,20230720,770
CAISO,1,20230721,770
CAISO,1,20230722,770
CAISO,1,20230723,770
CAISO,1,20230724,770
CAISO,1,20230801,770
CAISO,1,20230802,770
CAISO,1,20230803,770
CAISO,1,20230804,770
CAISO,1,20230805,770
CAISO,1,20230806,770
CAISO,1,20230807,770
CAISO,1,20230808,770
CAISO,1,20230809,770
CAISO,1,20230810,770
CAISO,1,20230811,770
CAISO,1,20230812,770
CAISO,1,20230813,770
CAISO,1,20230814,770
CAISO,1,20230815,770
CAISO,1,20230816,770
CAISO,1,20230817,770
CAISO,1,20230818,770
CAISO,1,20230819,770
CAISO,1,20230820,770
CAISO,1,20230821,770
CAISO,1,20230822,770
CAISO,1,20230823,770
CAISO,1,20230824,770
CAISO,1,20230901,770
CAISO,1,20230902,770
CAISO,1,20230903,770
CAISO,1,20230904,770
CAISO,1,20230905,770
CAISO,1,20230906,770
CAISO,1,20230907,770
CAISO,1,20230908,770
CAISO,1,20230909,770
CAISO,1,20230910,770
CAISO,1,20230911,770
CAISO,1,20230912,770
CAISO,1,20230913,770
CAISO,1,20230914,770
CAISO,1,20230915,770
CAISO,1,20230916,770
CAISO,1,20230917,770
CAISO,1,20230918,770
CAISO,1,20230919,770
CAISO,1,20230920,770
CAISO,1,20230921,770
CAISO,1,20230922,770
CAISO,1,20230923,770
CAISO,1,20230924,770
CAISO,1,20231001,770
CAISO,1,20231002,770
CAISO,1,20231003,770
CAISO,1,20231004,770
CAISO,1,20231005,770
CAISO,1,20231006,770
CAISO,1,20231007,770
CAISO,1,20231008,770
CAISO,1,20231009,770
CAISO,1,20231010,770
CAISO,1,20231011,770
CAISO,1,20231012,770
CAISO,1,20231013,770
CAISO,1,20231014,770
CAISO,1,20231015,770
CAISO,1,20231016,770
CAISO,1,20231017,770
CAISO,1,20231018,770
CAISO,1,20231019,770
CAISO,1,20231020,770
CAISO,1,20231021,770
CAISO,1,20231022,770
CAISO,1,20231023,770
CAISO,1,20231024,770
CAISO,1,20231101,770
CAISO,1,20231102,770
CAISO,1,20231103,770
CAISO,1,20231104,770
CAISO,1,20231105,770
CAISO,1,20231106,770
CAISO,1,20231107,770
CAISO,1,20231108,770
CAISO,1,20231109,770
CAISO,1,20231110,770
CAISO,1,20231111,770
CAISO,1,20231112,770
CAISO,1,20231113,770
CAISO,1,20231114,770
CAISO,1,20231115,770
CAISO,1,20231116,770
CAISO,1,20231117,770
CAISO,1,20231118,770
CAISO,1,20231119,770
CAISO,1,20231120,770
CAISO,1,20231121,770
CAISO,1,20231122,770
CAISO,1,20231123,770
CAISO,1,20231124,770
CAISO,1,20231201,770
CAISO,1,20231202,770
CAISO,1,20231203,770
CAISO,1,20231204,770
CAISO,1,20231205,770
CAISO,1,20231206,770
CAISO,1,20231207,770
CAISO,1,20231208,770
CAISO,1,20231209,770
CAISO,1,20231210,770
CAISO,1,20231211,770
CAISO,1,20231212,770
CAISO,1,20231213,770
CAISO,1,20231214,770
CAISO,1,20231215,770
CAISO,1,20231216,770
CAISO,1,20231217,770
CAISO,1,20231218,770
CAISO,1,20231219,770
CAISO,1,20231220,770
CAISO,1,20231221,770
CAISO,1,20231222,770
CAISO,1,20231223,770
CAISO,1,20231224,770
CAISO,1,20231301,770
CAISO,1,20231302,770
CAISO,1,20231303,770
CAISO,1,20231304,770
CAISO,1,20231305,770
CAISO,1,20231306,770
CAISO,1,20231307,770
CAISO,1,20231308,770
CAISO,1,20231309,770
CAISO,1,20231310,770
CAISO,1,20231311,770
CAISO,1,20231312,770
CAISO,1,20231313,770
CAISO,1,20231314,770
CAISO,1,20231315,770
CAISO,1,20231316,770
CAISO,1,20231317,770
CAISO,1,20231318,770
CAISO,1,20231319,770
CAISO,1,20231320,770
CAISO,1,20231321,770
CAISO,1,20231322,770
CAISO,1,20231323,770
CAISO,1,20231324,770
CAISO,1,20231401,770
CAISO,1,20231402,770
CAISO,1,20231403,770
CAISO,1,20231404,770
CAISO,1,20231405,770
CAISO,1,20231406,770
CAISO,1,20231407,770
CAISO,1,20231408,770
CAISO,1,20231409,770
CAISO,1,20231410,770
CAISO,1,20231411,770
CAISO,1,20231412,770
CAISO,1,20231413,770
CAISO,1,20231414,770
CAISO,1,20231415,770
CAISO,1,20231416,770
CAISO,1,20231417,770
CAISO,1,20231418,770
CAISO,1,20231419,770
CAISO,1,20231420,770
CAISO,1,20231421,770
CAISO,1,20231422,770
CAISO,1,20231423,770
CAISO,1,20231424,770
CAISO,1,20231501,770
CAISO,1,20231502,770
CAISO,1,20231503,770
CAISO,1,20231504,770
CAISO,1,20231505,770
CAISO,1,20231506,770
CAISO,1,20231507,770
CAISO,1,20231508,770
CAISO,1,20231509,770
CAISO,1,20231510,770
CAISO,1,20231511,770
CAISO,1,20231512,770
CAISO,1,20231513,770
CAISO,1,20231514,770
CAISO,1,20231515,770
CAISO,1,20231516,770
CAISO,1,20231517,770
CAISO,1,20231518,770
CAISO,1,20231519,770
CAISO,1,20231520,770
CAISO,1,20231521,770
CAISO,1,20231522,770
CAISO,1,20231523,770
CAISO,1,20231524,770
CAISO,1,20231601,770
CAISO,1,20231602,770
CAISO,1,20231603,770
CAISO,1,20231604,770
CAISO,1,20231605,770
CAISO,1,20231606,770
CAISO,1,20231607,770
CAISO,1,20231608,770
CAISO,1,20231609,770
CAISO,1,20231610,770
CAISO,1,20231611,770
CAISO,1,20231612,770
CAISO,1,20231613,770
CAISO,1,20231614,770
CAISO,1,20231615,770
CAISO,1,20231616,770
CAISO,1,20231617,770
CAISO,1,20231618,770
CAISO,1,20231619,770
CAISO,1,20231620,770
CAISO,1,20231621,770
CAISO,1,20231622,770
CAISO,1,20231623,770
CAISO,1,20231624,770
CAISO,1,20231701,770
CAISO,1,20231702,770
CAISO,1,20231703,770
CAISO,1,20231704,770
CAISO,1,20231705,770
CAISO,1,20231706,770
CAISO,1,20231707,770
CAISO,1,20231708,770
CAISO,1,20231709,770
CAISO,1,20231710,770
CAISO,1,20231711,770
CAISO,1,20231712,770
CAISO,1,20231713,770
CAISO,1,20231714,770
CAISO,1,20231715,770
CAISO,1,20231716,770
CAISO,1,20231717,770
CAISO,1,20231718,770
CAISO,1,20231719,770
CAISO,1,20231720,770
CAISO,1,20231721,770
CAISO,1,20231722,770
CAISO,1,20231723,770
CAISO,1,20231724,770
CAISO,1,20231801,770
CAISO,1,20231802,770
CAISO,1,20231803,770
CAISO,1,20231804,770
CAISO,1,20231805,770
CAISO,1,20231806,770
CAISO,1,20231807,770
CAISO,1,20231808,770
CAISO,1,20231809,770
CAISO,1,20231810,770
CAISO,1,20231811,770
CAISO,1,20231812,770
CAISO,1,20231813,770
CAISO,1,20231814,770
CAISO,1,20231815,770
CAISO,1,20231816,770
CAISO,1,20231817,770
CAISO,1,20231818,770
CAISO,1,20231819,770
CAISO,1,20231820,770
CAISO,1,20231821,770
CAISO,1,20231822,770
CAISO,1,20231823,770
CAISO,1,20231824,770
CAISO,1,20231901,770
CAISO,1,20231902,770
CAISO,1,20231903,770
CAISO,1,20231904,770
CAISO,1,20231905,770
CAISO,1,20231906,770
CAISO,1,20231907,770
CAISO,1,20231908,770
CAISO,1,20231909,770
CAISO,1,20231910,770
CAISO,1,20231911,770
CAISO,1,20231912,770
CAISO,1,20231913,770
CAISO,1,20231914,770
CAISO,1,20231915,770
CAISO,1,20231916,770
CAISO,1,20231917,770
CAISO,1,20231918,770
CAISO,1,20231919,770
CAISO,1,20231920,770
CAISO,1,20231921,770
CAISO,1,20231922,770
CAISO,1,20231923,770
CAISO,1,20231924,770
CAISO,1,20232001,770
CAISO,1,20232002,770
CAISO,1,20232003,770
CAISO,1,20232004,770
CAISO,1,20232005,770
CAISO,1,20232006,770
CAISO,1,20232007,770
CAISO,1,20232008,770
CAISO,1,20232009,770
CAISO,1,20232010,770
CAISO,1,20232011,770
CAISO,1,20232012,770
CAISO,1,20232013,770
CAISO,1,20232014,770
CAISO,1,20232015,770
CAISO,1,20232016,770
CAISO,1,20232017,770
CAISO,1,20232018,770
CAISO,1,20232019,770
CAISO,1,20232020,770
CAISO,1,20232021,770
CAISO,1,20232022,770
CAISO,1,20232023,770
CAISO,1,20232024,770
CAISO,1,20232101,770
CAISO,1,20232102,770
CAISO,1,20232103,770
CAISO,1,20232104,770
CAISO,1,20232105,770
CAISO,1,20232106,770
CAISO,1,20232107,770
CAISO,1,20232108,770
CAISO,1,20232109,770
CAISO,1,20232110,770
CAISO,1,20232111,770
CAISO,1,20232112,770
CAISO,1,20232113,770
CAISO,1,20232114,770
CAISO,1,20232115,770
CAISO,1,20232116,770
CAISO,1,20232117,770
CAISO,1,20232118,770
CAISO,1,20232119,770
CAISO,1,20232120,770
CAISO,1,20232121,770
CAISO,1,20232122,770
CAISO,1,20232123,770
CAISO,1,20232124,770
CAISO,1,20232201,770
CAISO,1,20232202,770
CAISO,1,20232203,770
CAISO,1,20232204,770
CAISO,1,20232205,770
CAISO,1,20232206,770
CAISO,1,20232207,770
CAISO,1,20232208,770
CAISO,1,20232209,770
CAISO,1,20232210,770
CAISO,1,20232211,770
CAISO,1,20232212,770
CAISO,1,20232213,770
CAISO,1,20232214,770
CAISO,1,20232215,770
CAISO,1,20232216,770
CAISO,1,20232217,770
CAISO,1,20232218,770
CAISO,1,20232219,770
CAISO,1,20232220,770
CAISO,1,20232221,770
CAISO,1,20232222,770
CAISO,1,20232223,770
CAISO,1,20232224,770
CAISO,1,20232301,770
CAISO,1,20232302,770
CAISO,1,20232303,770
CAISO,1,20232304,770
CAISO,1,20232305,770
CAISO,1,20232306,770
CAISO,1,20232307,770
CAISO,1,20232308,770
CAISO,1,20232309,770
CAISO,1,20232310,770
CAISO,1,20232311,770
CAISO,1,20232312,770
CAISO,1,20232313,770
CAISO,1,20232314,770
CAISO,1,20232315,770
CAISO,1,20232316,770
CAISO,1,20232317,770
CAISO,1,20232318,770
CAISO,1,20232319,770
CAISO,1,20232320,770
CAISO,1,20232321,770
CAISO,1,20232322,770
CAISO,1,20232323,770
CAISO,1,20232324,770
CAISO,1,20232401,770
CAISO,1,20232402,770
CAISO,1,20232403,770
CAISO,1,20232404,770
