lf_reserves_up_ba,stage_id,timepoint,lf_reserves_up_mw
CAISO,1,20221011,1236
CAISO,1,20221012,1105
CAISO,1,20221013,1457
CAISO,1,20221014,1955
CAISO,1,20221015,2936
CAISO,1,20221016,3375
CAISO,1,20221017,2643
CAISO,1,20221018,2554
CAISO,1,20221019,2742
CAISO,1,20221020,2417
CAISO,1,20221021,1728
CAISO,1,20221022,1555
CAISO,1,20221023,1661
CAISO,1,20221024,1784
CAISO,1,20221101,1691
CAISO,1,20221102,1836
CAISO,1,20221103,2034
CAISO,1,20221104,2108
CAISO,1,20221105,2608
CAISO,1,20221106,2910
CAISO,1,20221107,2953
CAISO,1,20221108,2340
CAISO,1,20221109,1418
CAISO,1,20221110,1050
CAISO,1,20221111,1100
CAISO,1,20221112,1087
CAISO,1,20221113,1375
CAISO,1,20221114,1770
CAISO,1,20221115,2113
CAISO,1,20221116,1325
CAISO,1,20221117,1249
CAISO,1,20221118,2118
CAISO,1,20221119,2579
CAISO,1,20221120,2350
CAISO,1,20221121,1706
CAISO,1,20221122,1480
CAISO,1,20221123,1616
CAISO,1,20221124,1656
CAISO,1,20221201,1691
CAISO,1,20221202,1836
CAISO,1,20221203,2034
CAISO,1,20221204,2108
CAISO,1,20221205,2608
CAISO,1,20221206,2910
CAISO,1,20221207,2953
CAISO,1,20221208,2340
CAISO,1,20221209,1418
CAISO,1,20221210,1050
CAISO,1,20221211,1100
CAISO,1,20221212,1087
CAISO,1,20221213,1375
CAISO,1,20221214,1770
CAISO,1,20221215,2113
CAISO,1,20221216,1325
CAISO,1,20221217,1249
CAISO,1,20221218,2118
CAISO,1,20221219,2579
CAISO,1,20221220,2350
CAISO,1,20221221,1706
CAISO,1,20221222,1480
CAISO,1,20221223,1616
CAISO,1,20221224,1656
CAISO,1,20221301,1691
CAISO,1,20221302,1836
CAISO,1,20221303,2034
CAISO,1,20221304,2108
CAISO,1,20221305,2608
CAISO,1,20221306,2910
CAISO,1,20221307,2953
CAISO,1,20221308,2340
CAISO,1,20221309,1418
CAISO,1,20221310,1050
CAISO,1,20221311,1100
CAISO,1,20221312,1087
CAISO,1,20221313,1375
CAISO,1,20221314,1770
CAISO,1,20221315,2113
CAISO,1,20221316,1325
CAISO,1,20221317,1249
CAISO,1,20221318,2118
CAISO,1,20221319,2579
CAISO,1,20221320,2350
CAISO,1,20221321,1706
CAISO,1,20221322,1480
CAISO,1,20221323,1616
CAISO,1,20221324,1656
CAISO,1,20221401,1691
CAISO,1,20221402,1836
CAISO,1,20221403,2034
CAISO,1,20221404,2108
CAISO,1,20221405,2608
CAISO,1,20221406,2910
CAISO,1,20221407,2953
CAISO,1,20221408,2340
CAISO,1,20221409,1418
CAISO,1,20221410,1050
CAISO,1,20221411,1100
CAISO,1,20221412,1087
CAISO,1,20221413,1375
CAISO,1,20221414,1770
CAISO,1,20221415,2113
CAISO,1,20221416,1325
CAISO,1,20221417,1249
CAISO,1,20221418,2118
CAISO,1,20221419,2579
CAISO,1,20221420,2350
CAISO,1,20221421,1706
CAISO,1,20221422,1480
CAISO,1,20221423,1616
CAISO,1,20221424,1656
CAISO,1,20221501,1660
CAISO,1,20221502,1762
CAISO,1,20221503,1577
CAISO,1,20221504,1559
CAISO,1,20221505,1897
CAISO,1,20221506,2439
CAISO,1,20221507,2496
CAISO,1,20221508,2340
CAISO,1,20221509,2458
CAISO,1,20221510,2073
CAISO,1,20221511,1048
CAISO,1,20221512,613
CAISO,1,20221513,1066
CAISO,1,20221514,1812
CAISO,1,20221515,2535
CAISO,1,20221516,2764
CAISO,1,20221517,2256
CAISO,1,20221518,2564
CAISO,1,20221519,2121
CAISO,1,20221520,1509
CAISO,1,20221521,1309
CAISO,1,20221522,1387
CAISO,1,20221523,1353
CAISO,1,20221524,1451
CAISO,1,20221601,1660
CAISO,1,20221602,1762
CAISO,1,20221603,1577
CAISO,1,20221604,1559
CAISO,1,20221605,1897
CAISO,1,20221606,2439
CAISO,1,20221607,2496
CAISO,1,20221608,2340
CAISO,1,20221609,2458
CAISO,1,20221610,2073
CAISO,1,20221611,1048
CAISO,1,20221612,613
CAISO,1,20221613,1066
CAISO,1,20221614,1812
CAISO,1,20221615,2535
CAISO,1,20221616,2764
CAISO,1,20221617,2256
CAISO,1,20221618,2564
CAISO,1,20221619,2121
CAISO,1,20221620,1509
CAISO,1,20221621,1309
CAISO,1,20221622,1387
CAISO,1,20221623,1353
CAISO,1,20221624,1451
CAISO,1,20221701,1660
CAISO,1,20221702,1762
CAISO,1,20221703,1577
CAISO,1,20221704,1559
CAISO,1,20221705,1897
CAISO,1,20221706,2439
CAISO,1,20221707,2496
CAISO,1,20221708,2340
CAISO,1,20221709,2458
CAISO,1,20221710,2073
CAISO,1,20221711,1048
CAISO,1,20221712,613
CAISO,1,20221713,1066
CAISO,1,20221714,1812
CAISO,1,20221715,2535
CAISO,1,20221716,2764
CAISO,1,20221717,2256
CAISO,1,20221718,2564
CAISO,1,20221719,2121
CAISO,1,20221720,1509
CAISO,1,20221721,1309
CAISO,1,20221722,1387
CAISO,1,20221723,1353
CAISO,1,20221724,1451
CAISO,1,20221801,1459
CAISO,1,20221802,1476
CAISO,1,20221803,1507
CAISO,1,20221804,1704
CAISO,1,20221805,1738
CAISO,1,20221806,1835
CAISO,1,20221807,2392
CAISO,1,20221808,2565
CAISO,1,20221809,2703
CAISO,1,20221810,2821
CAISO,1,20221811,1791
CAISO,1,20221812,1487
CAISO,1,20221813,1654
CAISO,1,20221814,2449
CAISO,1,20221815,2732
CAISO,1,20221816,2587
CAISO,1,20221817,2322
CAISO,1,20221818,2785
CAISO,1,20221819,2297
CAISO,1,20221820,1819
CAISO,1,20221821,1522
CAISO,1,20221822,1283
CAISO,1,20221823,1358
CAISO,1,20221824,1377
CAISO,1,20221901,1957
CAISO,1,20221902,1779
CAISO,1,20221903,1669
CAISO,1,20221904,1868
CAISO,1,20221905,2296
CAISO,1,20221906,2572
CAISO,1,20221907,2360
CAISO,1,20221908,2722
CAISO,1,20221909,2812
CAISO,1,20221910,2144
CAISO,1,20221911,1236
CAISO,1,20221912,1105
CAISO,1,20221913,1457
CAISO,1,20221914,1955
CAISO,1,20221915,2936
CAISO,1,20221916,3375
CAISO,1,20221917,2643
CAISO,1,20221918,2554
CAISO,1,20221919,2742
CAISO,1,20221920,2417
CAISO,1,20221921,1728
CAISO,1,20221922,1555
CAISO,1,20221923,1661
CAISO,1,20221924,1784
CAISO,1,20222001,1957
CAISO,1,20222002,1779
CAISO,1,20222003,1669
CAISO,1,20222004,1868
CAISO,1,20222005,2296
CAISO,1,20222006,2572
CAISO,1,20222007,2360
CAISO,1,20222008,2722
CAISO,1,20222009,2812
CAISO,1,20222010,2144
CAISO,1,20222011,1236
CAISO,1,20222012,1105
CAISO,1,20222013,1457
CAISO,1,20222014,1955
CAISO,1,20222015,2936
CAISO,1,20222016,3375
CAISO,1,20222017,2643
CAISO,1,20222018,2554
CAISO,1,20222019,2742
CAISO,1,20222020,2417
CAISO,1,20222021,1728
CAISO,1,20222022,1555
CAISO,1,20222023,1661
CAISO,1,20222024,1784
CAISO,1,20222101,1957
CAISO,1,20222102,1779
CAISO,1,20222103,1669
CAISO,1,20222104,1868
CAISO,1,20222105,2296
CAISO,1,20222106,2572
CAISO,1,20222107,2360
CAISO,1,20222108,2722
CAISO,1,20222109,2812
CAISO,1,20222110,2144
CAISO,1,20222111,1236
CAISO,1,20222112,1105
CAISO,1,20222113,1457
CAISO,1,20222114,1955
CAISO,1,20222115,2936
CAISO,1,20222116,3375
CAISO,1,20222117,2643
CAISO,1,20222118,2554
CAISO,1,20222119,2742
CAISO,1,20222120,2417
CAISO,1,20222121,1728
CAISO,1,20222122,1555
CAISO,1,20222123,1661
CAISO,1,20222124,1784
CAISO,1,20222201,1691
CAISO,1,20222202,1836
CAISO,1,20222203,2034
CAISO,1,20222204,2108
CAISO,1,20222205,2608
CAISO,1,20222206,2910
CAISO,1,20222207,2953
CAISO,1,20222208,2340
CAISO,1,20222209,1418
CAISO,1,20222210,1050
CAISO,1,20222211,1100
CAISO,1,20222212,1087
CAISO,1,20222213,1375
CAISO,1,20222214,1770
CAISO,1,20222215,2113
CAISO,1,20222216,1325
CAISO,1,20222217,1249
CAISO,1,20222218,2118
CAISO,1,20222219,2579
CAISO,1,20222220,2350
CAISO,1,20222221,1706
CAISO,1,20222222,1480
CAISO,1,20222223,1616
CAISO,1,20222224,1656
CAISO,1,20222301,1691
CAISO,1,20222302,1836
CAISO,1,20222303,2034
CAISO,1,20222304,2108
CAISO,1,20222305,2608
CAISO,1,20222306,2910
CAISO,1,20222307,2953
CAISO,1,20222308,2340
CAISO,1,20222309,1418
CAISO,1,20222310,1050
CAISO,1,20222311,1100
CAISO,1,20222312,1087
CAISO,1,20222313,1375
CAISO,1,20222314,1770
CAISO,1,20222315,2113
CAISO,1,20222316,1325
CAISO,1,20222317,1249
CAISO,1,20222318,2118
CAISO,1,20222319,2579
CAISO,1,20222320,2350
CAISO,1,20222321,1706
CAISO,1,20222322,1480
CAISO,1,20222323,1616
CAISO,1,20222324,1656
CAISO,1,20222401,1660
CAISO,1,20222402,1762
CAISO,1,20222403,1577
CAISO,1,20222404,1559
CAISO,1,20222405,1897
CAISO,1,20222406,2439
CAISO,1,20222407,2496
CAISO,1,20222408,2340
CAISO,1,20222409,2458
CAISO,1,20222410,2073
CAISO,1,20222411,1048
CAISO,1,20222412,613
CAISO,1,20222413,1066
CAISO,1,20222414,1812
CAISO,1,20222415,2535
CAISO,1,20222416,2764
CAISO,1,20222417,2256
CAISO,1,20222418,2564
CAISO,1,20222419,2121
CAISO,1,20222420,1509
CAISO,1,20222421,1309
CAISO,1,20222422,1387
CAISO,1,20222423,1353
CAISO,1,20222424,1451
CAISO,1,20222501,1660
CAISO,1,20222502,1762
CAISO,1,20222503,1577
CAISO,1,20222504,1559
CAISO,1,20222505,1897
CAISO,1,20222506,2439
CAISO,1,20222507,2496
CAISO,1,20222508,2340
CAISO,1,20222509,2458
CAISO,1,20222510,2073
CAISO,1,20222511,1048
CAISO,1,20222512,613
CAISO,1,20222513,1066
CAISO,1,20222514,1812
CAISO,1,20222515,2535
CAISO,1,20222516,2764
CAISO,1,20222517,2256
CAISO,1,20222518,2564
CAISO,1,20222519,2121
CAISO,1,20222520,1509
CAISO,1,20222521,1309
CAISO,1,20222522,1387
CAISO,1,20222523,1353
CAISO,1,20222524,1451
CAISO,1,20222601,1459
CAISO,1,20222602,1476
CAISO,1,20222603,1507
CAISO,1,20222604,1704
CAISO,1,20222605,1738
CAISO,1,20222606,1835
CAISO,1,20222607,2392
CAISO,1,20222608,2565
CAISO,1,20222609,2703
CAISO,1,20222610,2821
CAISO,1,20222611,1791
CAISO,1,20222612,1487
CAISO,1,20222613,1654
CAISO,1,20222614,2449
CAISO,1,20222615,2732
CAISO,1,20222616,2587
CAISO,1,20222617,2322
CAISO,1,20222618,2785
CAISO,1,20222619,2297
CAISO,1,20222620,1819
CAISO,1,20222621,1522
CAISO,1,20222622,1283
CAISO,1,20222623,1358
CAISO,1,20222624,1377
CAISO,1,20222701,1459
CAISO,1,20222702,1476
CAISO,1,20222703,1507
CAISO,1,20222704,1704
CAISO,1,20222705,1738
CAISO,1,20222706,1835
CAISO,1,20222707,2392
CAISO,1,20222708,2565
CAISO,1,20222709,2703
CAISO,1,20222710,2821
CAISO,1,20222711,1791
CAISO,1,20222712,1487
CAISO,1,20222713,1654
CAISO,1,20222714,2449
CAISO,1,20222715,2732
CAISO,1,20222716,2587
CAISO,1,20222717,2322
CAISO,1,20222718,2785
CAISO,1,20222719,2297
CAISO,1,20222720,1819
CAISO,1,20222721,1522
CAISO,1,20222722,1283
CAISO,1,20222723,1358
CAISO,1,20222724,1377
CAISO,1,20222801,1459
CAISO,1,20222802,1476
CAISO,1,20222803,1507
CAISO,1,20222804,1704
CAISO,1,20222805,1738
CAISO,1,20222806,1835
CAISO,1,20222807,2392
CAISO,1,20222808,2565
CAISO,1,20222809,2703
CAISO,1,20222810,2821
CAISO,1,20222811,1791
CAISO,1,20222812,1487
CAISO,1,20222813,1654
CAISO,1,20222814,2449
CAISO,1,20222815,2732
CAISO,1,20222816,2587
CAISO,1,20222817,2322
CAISO,1,20222818,2785
CAISO,1,20222819,2297
CAISO,1,20222820,1819
CAISO,1,20222821,1522
CAISO,1,20222822,1283
CAISO,1,20222823,1358
CAISO,1,20222824,1377
CAISO,1,20222901,1957
CAISO,1,20222902,1779
CAISO,1,20222903,1669
CAISO,1,20222904,1868
CAISO,1,20222905,2296
CAISO,1,20222906,2572
CAISO,1,20222907,2360
CAISO,1,20222908,2722
CAISO,1,20222909,2812
CAISO,1,20222910,2144
CAISO,1,20222911,1236
CAISO,1,20222912,1105
CAISO,1,20222913,1457
CAISO,1,20222914,1955
CAISO,1,20222915,2936
CAISO,1,20222916,3375
CAISO,1,20222917,2643
CAISO,1,20222918,2554
CAISO,1,20222919,2742
CAISO,1,20222920,2417
CAISO,1,20222921,1728
CAISO,1,20222922,1555
CAISO,1,20222923,1661
CAISO,1,20222924,1784
CAISO,1,20223001,1957
CAISO,1,20223002,1779
CAISO,1,20223003,1669
CAISO,1,20223004,1868
CAISO,1,20223005,2296
CAISO,1,20223006,2572
CAISO,1,20223007,2360
CAISO,1,20223008,2722
CAISO,1,20223009,2812
CAISO,1,20223010,2144
CAISO,1,20223011,1236
CAISO,1,20223012,1105
CAISO,1,20223013,1457
CAISO,1,20223014,1955
CAISO,1,20223015,2936
CAISO,1,20223016,3375
CAISO,1,20223017,2643
CAISO,1,20223018,2554
CAISO,1,20223019,2742
CAISO,1,20223020,2417
CAISO,1,20223021,1728
CAISO,1,20223022,1555
CAISO,1,20223023,1661
CAISO,1,20223024,1784
CAISO,1,20223101,1957
CAISO,1,20223102,1779
CAISO,1,20223103,1669
CAISO,1,20223104,1868
CAISO,1,20223105,2296
CAISO,1,20223106,2572
CAISO,1,20223107,2360
CAISO,1,20223108,2722
CAISO,1,20223109,2812
CAISO,1,20223110,2144
CAISO,1,20223111,1236
CAISO,1,20223112,1105
CAISO,1,20223113,1457
CAISO,1,20223114,1955
CAISO,1,20223115,2936
CAISO,1,20223116,3375
CAISO,1,20223117,2643
CAISO,1,20223118,2554
CAISO,1,20223119,2742
CAISO,1,20223120,2417
CAISO,1,20223121,1728
CAISO,1,20223122,1555
CAISO,1,20223123,1661
CAISO,1,20223124,1784
CAISO,1,20223201,1957
CAISO,1,20223202,1779
CAISO,1,20223203,1669
CAISO,1,20223204,1868
CAISO,1,20223205,2296
CAISO,1,20223206,2572
CAISO,1,20223207,2360
CAISO,1,20223208,2722
CAISO,1,20223209,2812
CAISO,1,20223210,2144
CAISO,1,20223211,1236
CAISO,1,20223212,1105
CAISO,1,20223213,1457
CAISO,1,20223214,1955
CAISO,1,20223215,2936
CAISO,1,20223216,3375
CAISO,1,20223217,2643
CAISO,1,20223218,2554
CAISO,1,20223219,2742
CAISO,1,20223220,2417
CAISO,1,20223221,1728
CAISO,1,20223222,1555
CAISO,1,20223223,1661
CAISO,1,20223224,1784
CAISO,1,20223301,1957
CAISO,1,20223302,1779
CAISO,1,20223303,1669
CAISO,1,20223304,1868
CAISO,1,20223305,2296
CAISO,1,20223306,2572
CAISO,1,20223307,2360
CAISO,1,20223308,2722
CAISO,1,20223309,2812
CAISO,1,20223310,2144
CAISO,1,20223311,1236
CAISO,1,20223312,1105
CAISO,1,20223313,1457
CAISO,1,20223314,1955
CAISO,1,20223315,2936
CAISO,1,20223316,3375
CAISO,1,20223317,2643
CAISO,1,20223318,2554
CAISO,1,20223319,2742
CAISO,1,20223320,2417
CAISO,1,20223321,1728
CAISO,1,20223322,1555
CAISO,1,20223323,1661
CAISO,1,20223324,1784
CAISO,1,20223401,1957
CAISO,1,20223402,1779
CAISO,1,20223403,1669
CAISO,1,20223404,1868
CAISO,1,20223405,2296
CAISO,1,20223406,2572
CAISO,1,20223407,2360
CAISO,1,20223408,2722
CAISO,1,20223409,2812
CAISO,1,20223410,2144
CAISO,1,20223411,1236
CAISO,1,20223412,1105
CAISO,1,20223413,1457
CAISO,1,20223414,1955
CAISO,1,20223415,2936
CAISO,1,20223416,3375
CAISO,1,20223417,2643
CAISO,1,20223418,2554
CAISO,1,20223419,2742
CAISO,1,20223420,2417
CAISO,1,20223421,1728
CAISO,1,20223422,1555
CAISO,1,20223423,1661
CAISO,1,20223424,1784
CAISO,1,20223501,1691
CAISO,1,20223502,1836
CAISO,1,20223503,2034
CAISO,1,20223504,2108
CAISO,1,20223505,2608
CAISO,1,20223506,2910
CAISO,1,20223507,2953
CAISO,1,20223508,2340
CAISO,1,20223509,1418
CAISO,1,20223510,1050
CAISO,1,20223511,1100
CAISO,1,20223512,1087
CAISO,1,20223513,1375
CAISO,1,20223514,1770
CAISO,1,20223515,2113
CAISO,1,20223516,1325
CAISO,1,20223517,1249
CAISO,1,20223518,2118
CAISO,1,20223519,2579
CAISO,1,20223520,2350
CAISO,1,20223521,1706
CAISO,1,20223522,1480
CAISO,1,20223523,1616
CAISO,1,20223524,1656
CAISO,1,20223601,1691
CAISO,1,20223602,1836
CAISO,1,20223603,2034
CAISO,1,20223604,2108
CAISO,1,20223605,2608
CAISO,1,20223606,2910
CAISO,1,20223607,2953
CAISO,1,20223608,2340
CAISO,1,20223609,1418
CAISO,1,20223610,1050
CAISO,1,20223611,1100
CAISO,1,20223612,1087
CAISO,1,20223613,1375
CAISO,1,20223614,1770
CAISO,1,20223615,2113
CAISO,1,20223616,1325
CAISO,1,20223617,1249
CAISO,1,20223618,2118
CAISO,1,20223619,2579
CAISO,1,20223620,2350
CAISO,1,20223621,1706
CAISO,1,20223622,1480
CAISO,1,20223623,1616
CAISO,1,20223624,1656
CAISO,1,20223701,1660
CAISO,1,20223702,1762
CAISO,1,20223703,1577
CAISO,1,20223704,1559
CAISO,1,20223705,1897
CAISO,1,20223706,2439
CAISO,1,20223707,2496
CAISO,1,20223708,2340
CAISO,1,20223709,2458
CAISO,1,20223710,2073
CAISO,1,20223711,1048
CAISO,1,20223712,613
CAISO,1,20223713,1066
CAISO,1,20223714,1812
CAISO,1,20223715,2535
CAISO,1,20223716,2764
CAISO,1,20223717,2256
CAISO,1,20223718,2564
CAISO,1,20223719,2121
CAISO,1,20223720,1509
CAISO,1,20223721,1309
CAISO,1,20223722,1387
CAISO,1,20223723,1353
CAISO,1,20223724,1451
CAISO,1,20230101,1503
CAISO,1,20230102,1519
CAISO,1,20230103,1550
CAISO,1,20230104,1749
CAISO,1,20230105,1781
CAISO,1,20230106,1878
CAISO,1,20230107,2497
CAISO,1,20230108,2735
CAISO,1,20230109,2975
CAISO,1,20230110,3099
CAISO,1,20230111,1992
CAISO,1,20230112,1635
CAISO,1,20230113,1819
CAISO,1,20230114,2696
CAISO,1,20230115,3016
CAISO,1,20230116,2842
CAISO,1,20230117,2469
CAISO,1,20230118,2891
CAISO,1,20230119,2351
CAISO,1,20230120,1868
CAISO,1,20230121,1566
CAISO,1,20230122,1324
CAISO,1,20230123,1402
CAISO,1,20230124,1422
CAISO,1,20230201,1503
CAISO,1,20230202,1519
CAISO,1,20230203,1550
CAISO,1,20230204,1749
CAISO,1,20230205,1781
CAISO,1,20230206,1878
CAISO,1,20230207,2497
CAISO,1,20230208,2735
CAISO,1,20230209,2975
CAISO,1,20230210,3099
CAISO,1,20230211,1992
CAISO,1,20230212,1635
CAISO,1,20230213,1819
CAISO,1,20230214,2696
CAISO,1,20230215,3016
CAISO,1,20230216,2842
CAISO,1,20230217,2469
CAISO,1,20230218,2891
CAISO,1,20230219,2351
CAISO,1,20230220,1868
CAISO,1,20230221,1566
CAISO,1,20230222,1324
CAISO,1,20230223,1402
CAISO,1,20230224,1422
CAISO,1,20230301,1503
CAISO,1,20230302,1519
CAISO,1,20230303,1550
CAISO,1,20230304,1749
CAISO,1,20230305,1781
CAISO,1,20230306,1878
CAISO,1,20230307,2497
CAISO,1,20230308,2735
CAISO,1,20230309,2975
CAISO,1,20230310,3099
CAISO,1,20230311,1992
CAISO,1,20230312,1635
CAISO,1,20230313,1819
CAISO,1,20230314,2696
CAISO,1,20230315,3016
CAISO,1,20230316,2842
CAISO,1,20230317,2469
CAISO,1,20230318,2891
CAISO,1,20230319,2351
CAISO,1,20230320,1868
CAISO,1,20230321,1566
CAISO,1,20230322,1324
CAISO,1,20230323,1402
CAISO,1,20230324,1422
CAISO,1,20230401,2012
CAISO,1,20230402,1827
CAISO,1,20230403,1714
CAISO,1,20230404,1917
CAISO,1,20230405,2392
CAISO,1,20230406,2705
CAISO,1,20230407,2516
CAISO,1,20230408,2986
CAISO,1,20230409,3160
CAISO,1,20230410,2381
CAISO,1,20230411,1418
CAISO,1,20230412,1292
CAISO,1,20230413,1649
CAISO,1,20230414,2207
CAISO,1,20230415,3265
CAISO,1,20230416,3709
CAISO,1,20230417,2908
CAISO,1,20230418,2724
CAISO,1,20230419,2866
CAISO,1,20230420,2490
CAISO,1,20230421,1777
CAISO,1,20230422,1605
CAISO,1,20230423,1715
CAISO,1,20230424,1835
CAISO,1,20230501,2012
CAISO,1,20230502,1827
CAISO,1,20230503,1714
CAISO,1,20230504,1917
CAISO,1,20230505,2392
CAISO,1,20230506,2705
CAISO,1,20230507,2516
CAISO,1,20230508,2986
CAISO,1,20230509,3160
CAISO,1,20230510,2381
CAISO,1,20230511,1418
CAISO,1,20230512,1292
CAISO,1,20230513,1649
CAISO,1,20230514,2207
CAISO,1,20230515,3265
CAISO,1,20230516,3709
CAISO,1,20230517,2908
CAISO,1,20230518,2724
CAISO,1,20230519,2866
CAISO,1,20230520,2490
CAISO,1,20230521,1777
CAISO,1,20230522,1605
CAISO,1,20230523,1715
CAISO,1,20230524,1835
CAISO,1,20230601,2012
CAISO,1,20230602,1827
CAISO,1,20230603,1714
CAISO,1,20230604,1917
CAISO,1,20230605,2392
CAISO,1,20230606,2705
CAISO,1,20230607,2516
CAISO,1,20230608,2986
CAISO,1,20230609,3160
CAISO,1,20230610,2381
CAISO,1,20230611,1418
CAISO,1,20230612,1292
CAISO,1,20230613,1649
CAISO,1,20230614,2207
CAISO,1,20230615,3265
CAISO,1,20230616,3709
CAISO,1,20230617,2908
CAISO,1,20230618,2724
CAISO,1,20230619,2866
CAISO,1,20230620,2490
CAISO,1,20230621,1777
CAISO,1,20230622,1605
CAISO,1,20230623,1715
CAISO,1,20230624,1835
CAISO,1,20230701,2012
CAISO,1,20230702,1827
CAISO,1,20230703,1714
CAISO,1,20230704,1917
CAISO,1,20230705,2392
CAISO,1,20230706,2705
CAISO,1,20230707,2516
CAISO,1,20230708,2986
CAISO,1,20230709,3160
CAISO,1,20230710,2381
CAISO,1,20230711,1418
CAISO,1,20230712,1292
CAISO,1,20230713,1649
CAISO,1,20230714,2207
CAISO,1,20230715,3265
CAISO,1,20230716,3709
CAISO,1,20230717,2908
CAISO,1,20230718,2724
CAISO,1,20230719,2866
CAISO,1,20230720,2490
CAISO,1,20230721,1777
CAISO,1,20230722,1605
CAISO,1,20230723,1715
CAISO,1,20230724,1835
CAISO,1,20230801,2012
CAISO,1,20230802,1827
CAISO,1,20230803,1714
CAISO,1,20230804,1917
CAISO,1,20230805,2392
CAISO,1,20230806,2705
CAISO,1,20230807,2516
CAISO,1,20230808,2986
CAISO,1,20230809,3160
CAISO,1,20230810,2381
CAISO,1,20230811,1418
CAISO,1,20230812,1292
CAISO,1,20230813,1649
CAISO,1,20230814,2207
CAISO,1,20230815,3265
CAISO,1,20230816,3709
CAISO,1,20230817,2908
CAISO,1,20230818,2724
CAISO,1,20230819,2866
CAISO,1,20230820,2490
CAISO,1,20230821,1777
CAISO,1,20230822,1605
CAISO,1,20230823,1715
CAISO,1,20230824,1835
CAISO,1,20230901,2012
CAISO,1,20230902,1827
CAISO,1,20230903,1714
CAISO,1,20230904,1917
CAISO,1,20230905,2392
CAISO,1,20230906,2705
CAISO,1,20230907,2516
CAISO,1,20230908,2986
CAISO,1,20230909,3160
CAISO,1,20230910,2381
CAISO,1,20230911,1418
CAISO,1,20230912,1292
CAISO,1,20230913,1649
CAISO,1,20230914,2207
CAISO,1,20230915,3265
CAISO,1,20230916,3709
CAISO,1,20230917,2908
CAISO,1,20230918,2724
CAISO,1,20230919,2866
CAISO,1,20230920,2490
CAISO,1,20230921,1777
CAISO,1,20230922,1605
CAISO,1,20230923,1715
CAISO,1,20230924,1835
CAISO,1,20231001,2012
CAISO,1,20231002,1827
CAISO,1,20231003,1714
CAISO,1,20231004,1917
CAISO,1,20231005,2392
CAISO,1,20231006,2705
CAISO,1,20231007,2516
CAISO,1,20231008,2986
CAISO,1,20231009,3160
CAISO,1,20231010,2381
CAISO,1,20231011,1418
CAISO,1,20231012,1292
CAISO,1,20231013,1649
CAISO,1,20231014,2207
CAISO,1,20231015,3265
CAISO,1,20231016,3709
CAISO,1,20231017,2908
CAISO,1,20231018,2724
CAISO,1,20231019,2866
CAISO,1,20231020,2490
CAISO,1,20231021,1777
CAISO,1,20231022,1605
CAISO,1,20231023,1715
CAISO,1,20231024,1835
CAISO,1,20231101,1743
CAISO,1,20231102,1889
CAISO,1,20231103,2091
CAISO,1,20231104,2164
CAISO,1,20231105,2740
CAISO,1,20231106,3082
CAISO,1,20231107,3168
CAISO,1,20231108,2581
CAISO,1,20231109,1623
CAISO,1,20231110,1189
CAISO,1,20231111,1265
CAISO,1,20231112,1249
CAISO,1,20231113,1563
CAISO,1,20231114,1996
CAISO,1,20231115,2373
CAISO,1,20231116,1497
CAISO,1,20231117,1373
CAISO,1,20231118,2288
CAISO,1,20231119,2750
CAISO,1,20231120,2442
CAISO,1,20231121,1755
CAISO,1,20231122,1531
CAISO,1,20231123,1671
CAISO,1,20231124,1709
CAISO,1,20231201,1743
CAISO,1,20231202,1889
CAISO,1,20231203,2091
CAISO,1,20231204,2164
CAISO,1,20231205,2740
CAISO,1,20231206,3082
CAISO,1,20231207,3168
CAISO,1,20231208,2581
CAISO,1,20231209,1623
CAISO,1,20231210,1189
CAISO,1,20231211,1265
CAISO,1,20231212,1249
CAISO,1,20231213,1563
CAISO,1,20231214,1996
CAISO,1,20231215,2373
CAISO,1,20231216,1497
CAISO,1,20231217,1373
CAISO,1,20231218,2288
CAISO,1,20231219,2750
CAISO,1,20231220,2442
CAISO,1,20231221,1755
CAISO,1,20231222,1531
CAISO,1,20231223,1671
CAISO,1,20231224,1709
CAISO,1,20231301,1743
CAISO,1,20231302,1889
CAISO,1,20231303,2091
CAISO,1,20231304,2164
CAISO,1,20231305,2740
CAISO,1,20231306,3082
CAISO,1,20231307,3168
CAISO,1,20231308,2581
CAISO,1,20231309,1623
CAISO,1,20231310,1189
CAISO,1,20231311,1265
CAISO,1,20231312,1249
CAISO,1,20231313,1563
CAISO,1,20231314,1996
CAISO,1,20231315,2373
CAISO,1,20231316,1497
CAISO,1,20231317,1373
CAISO,1,20231318,2288
CAISO,1,20231319,2750
CAISO,1,20231320,2442
CAISO,1,20231321,1755
CAISO,1,20231322,1531
CAISO,1,20231323,1671
CAISO,1,20231324,1709
CAISO,1,20231401,1743
CAISO,1,20231402,1889
CAISO,1,20231403,2091
CAISO,1,20231404,2164
CAISO,1,20231405,2740
CAISO,1,20231406,3082
CAISO,1,20231407,3168
CAISO,1,20231408,2581
CAISO,1,20231409,1623
CAISO,1,20231410,1189
CAISO,1,20231411,1265
CAISO,1,20231412,1249
CAISO,1,20231413,1563
CAISO,1,20231414,1996
CAISO,1,20231415,2373
CAISO,1,20231416,1497
CAISO,1,20231417,1373
CAISO,1,20231418,2288
CAISO,1,20231419,2750
CAISO,1,20231420,2442
CAISO,1,20231421,1755
CAISO,1,20231422,1531
CAISO,1,20231423,1671
CAISO,1,20231424,1709
