lf_reserves_down_ba,stage_id,timepoint,lf_reserves_down_mw
CAISO,1,20221307,1792
CAISO,1,20221308,2904
CAISO,1,20221309,3059
CAISO,1,20221310,2993
CAISO,1,20221311,3224
CAISO,1,20221312,3190
CAISO,1,20221313,2844
CAISO,1,20221314,2884
CAISO,1,20221315,3023
CAISO,1,20221316,3145
CAISO,1,20221317,3151
CAISO,1,20221318,2285
CAISO,1,20221319,104
CAISO,1,20221320,104
CAISO,1,20221321,450
CAISO,1,20221322,409
CAISO,1,20221323,377
CAISO,1,20221324,292
CAISO,1,20221401,117
CAISO,1,20221402,104
CAISO,1,20221403,104
CAISO,1,20221404,104
CAISO,1,20221405,104
CAISO,1,20221406,104
CAISO,1,20221407,1792
CAISO,1,20221408,2904
CAISO,1,20221409,3059
CAISO,1,20221410,2993
CAISO,1,20221411,3224
CAISO,1,20221412,3190
CAISO,1,20221413,2844
CAISO,1,20221414,2884
CAISO,1,20221415,3023
CAISO,1,20221416,3145
CAISO,1,20221417,3151
CAISO,1,20221418,2285
CAISO,1,20221419,104
CAISO,1,20221420,104
CAISO,1,20221421,450
CAISO,1,20221422,409
CAISO,1,20221423,377
CAISO,1,20221424,292
CAISO,1,20221501,394
CAISO,1,20221502,345
CAISO,1,20221503,289
CAISO,1,20221504,299
CAISO,1,20221505,377
CAISO,1,20221506,135
CAISO,1,20221507,2943
CAISO,1,20221508,4736
CAISO,1,20221509,4076
CAISO,1,20221510,3282
CAISO,1,20221511,2940
CAISO,1,20221512,2745
CAISO,1,20221513,2873
CAISO,1,20221514,2999
CAISO,1,20221515,3399
CAISO,1,20221516,3151
CAISO,1,20221517,2226
CAISO,1,20221518,204
CAISO,1,20221519,733
CAISO,1,20221520,757
CAISO,1,20221521,766
CAISO,1,20221522,707
CAISO,1,20221523,702
CAISO,1,20221524,607
CAISO,1,20221601,394
CAISO,1,20221602,345
CAISO,1,20221603,289
CAISO,1,20221604,299
CAISO,1,20221605,377
CAISO,1,20221606,135
CAISO,1,20221607,2943
CAISO,1,20221608,4736
CAISO,1,20221609,4076
CAISO,1,20221610,3282
CAISO,1,20221611,2940
CAISO,1,20221612,2745
CAISO,1,20221613,2873
CAISO,1,20221614,2999
CAISO,1,20221615,3399
CAISO,1,20221616,3151
CAISO,1,20221617,2226
CAISO,1,20221618,204
CAISO,1,20221619,733
CAISO,1,20221620,757
CAISO,1,20221621,766
CAISO,1,20221622,707
CAISO,1,20221623,702
CAISO,1,20221624,607
CAISO,1,20221701,394
CAISO,1,20221702,345
CAISO,1,20221703,289
CAISO,1,20221704,299
CAISO,1,20221705,377
CAISO,1,20221706,135
CAISO,1,20221707,2943
CAISO,1,20221708,4736
CAISO,1,20221709,4076
CAISO,1,20221710,3282
CAISO,1,20221711,2940
CAISO,1,20221712,2745
CAISO,1,20221713,2873
CAISO,1,20221714,2999
CAISO,1,20221715,3399
CAISO,1,20221716,3151
CAISO,1,20221717,2226
CAISO,1,20221718,204
CAISO,1,20221719,733
CAISO,1,20221720,757
CAISO,1,20221721,766
CAISO,1,20221722,707
CAISO,1,20221723,702
CAISO,1,20221724,607
CAISO,1,20221801,663
CAISO,1,20221802,490
CAISO,1,20221803,479
CAISO,1,20221804,420
CAISO,1,20221805,403
CAISO,1,20221806,303
CAISO,1,20221807,197
CAISO,1,20221808,2263
CAISO,1,20221809,3690
CAISO,1,20221810,4255
CAISO,1,20221811,3878
CAISO,1,20221812,3163
CAISO,1,20221813,3134
CAISO,1,20221814,3307
CAISO,1,20221815,3328
CAISO,1,20221816,3186
CAISO,1,20221817,2121
CAISO,1,20221818,104
CAISO,1,20221819,527
CAISO,1,20221820,696
CAISO,1,20221821,780
CAISO,1,20221822,823
CAISO,1,20221823,870
CAISO,1,20221824,805
CAISO,1,20221901,601
CAISO,1,20221902,551
CAISO,1,20221903,631
CAISO,1,20221904,408
CAISO,1,20221905,269
CAISO,1,20221906,584
CAISO,1,20221907,2901
CAISO,1,20221908,3837
CAISO,1,20221909,4433
CAISO,1,20221910,4021
CAISO,1,20221911,3916
CAISO,1,20221912,3624
CAISO,1,20221913,3436
CAISO,1,20221914,3573
CAISO,1,20221915,3866
CAISO,1,20221916,3545
CAISO,1,20221917,3304
CAISO,1,20221918,1806
CAISO,1,20221919,104
CAISO,1,20221920,661
CAISO,1,20221921,897
CAISO,1,20221922,927
CAISO,1,20221923,814
CAISO,1,20221924,794
CAISO,1,20222001,601
CAISO,1,20222002,551
CAISO,1,20222003,631
CAISO,1,20222004,408
CAISO,1,20222005,269
CAISO,1,20222006,584
CAISO,1,20222007,2901
CAISO,1,20222008,3837
CAISO,1,20222009,4433
CAISO,1,20222010,4021
CAISO,1,20222011,3916
CAISO,1,20222012,3624
CAISO,1,20222013,3436
CAISO,1,20222014,3573
CAISO,1,20222015,3866
CAISO,1,20222016,3545
CAISO,1,20222017,3304
CAISO,1,20222018,1806
CAISO,1,20222019,104
CAISO,1,20222020,661
CAISO,1,20222021,897
CAISO,1,20222022,927
CAISO,1,20222023,814
CAISO,1,20222024,794
CAISO,1,20222101,601
CAISO,1,20222102,551
CAISO,1,20222103,631
CAISO,1,20222104,408
CAISO,1,20222105,269
CAISO,1,20222106,584
CAISO,1,20222107,2901
CAISO,1,20222108,3837
CAISO,1,20222109,4433
CAISO,1,20222110,4021
CAISO,1,20222111,3916
CAISO,1,20222112,3624
CAISO,1,20222113,3436
CAISO,1,20222114,3573
CAISO,1,20222115,3866
CAISO,1,20222116,3545
CAISO,1,20222117,3304
CAISO,1,20222118,1806
CAISO,1,20222119,104
CAISO,1,20222120,661
CAISO,1,20222121,897
CAISO,1,20222122,927
CAISO,1,20222123,814
CAISO,1,20222124,794
CAISO,1,20222201,117
CAISO,1,20222202,104
CAISO,1,20222203,104
CAISO,1,20222204,104
CAISO,1,20222205,104
CAISO,1,20222206,104
CAISO,1,20222207,1792
CAISO,1,20222208,2904
CAISO,1,20222209,3059
CAISO,1,20222210,2993
CAISO,1,20222211,3224
CAISO,1,20222212,3190
CAISO,1,20222213,2844
CAISO,1,20222214,2884
CAISO,1,20222215,3023
CAISO,1,20222216,3145
CAISO,1,20222217,3151
CAISO,1,20222218,2285
CAISO,1,20222219,104
CAISO,1,20222220,104
CAISO,1,20222221,450
CAISO,1,20222222,409
CAISO,1,20222223,377
CAISO,1,20222224,292
CAISO,1,20222301,117
CAISO,1,20222302,104
CAISO,1,20222303,104
CAISO,1,20222304,104
CAISO,1,20222305,104
CAISO,1,20222306,104
CAISO,1,20222307,1792
CAISO,1,20222308,2904
CAISO,1,20222309,3059
CAISO,1,20222310,2993
CAISO,1,20222311,3224
CAISO,1,20222312,3190
CAISO,1,20222313,2844
CAISO,1,20222314,2884
CAISO,1,20222315,3023
CAISO,1,20222316,3145
CAISO,1,20222317,3151
CAISO,1,20222318,2285
CAISO,1,20222319,104
CAISO,1,20222320,104
CAISO,1,20222321,450
CAISO,1,20222322,409
CAISO,1,20222323,377
CAISO,1,20222324,292
CAISO,1,20222401,394
CAISO,1,20222402,345
CAISO,1,20222403,289
CAISO,1,20222404,299
CAISO,1,20222405,377
CAISO,1,20222406,135
CAISO,1,20222407,2943
CAISO,1,20222408,4736
CAISO,1,20222409,4076
CAISO,1,20222410,3282
CAISO,1,20222411,2940
CAISO,1,20222412,2745
CAISO,1,20222413,2873
CAISO,1,20222414,2999
CAISO,1,20222415,3399
CAISO,1,20222416,3151
CAISO,1,20222417,2226
CAISO,1,20222418,204
CAISO,1,20222419,733
CAISO,1,20222420,757
CAISO,1,20222421,766
CAISO,1,20222422,707
CAISO,1,20222423,702
CAISO,1,20222424,607
CAISO,1,20222501,394
CAISO,1,20222502,345
CAISO,1,20222503,289
CAISO,1,20222504,299
CAISO,1,20222505,377
CAISO,1,20222506,135
CAISO,1,20222507,2943
CAISO,1,20222508,4736
CAISO,1,20222509,4076
CAISO,1,20222510,3282
CAISO,1,20222511,2940
CAISO,1,20222512,2745
CAISO,1,20222513,2873
CAISO,1,20222514,2999
CAISO,1,20222515,3399
CAISO,1,20222516,3151
CAISO,1,20222517,2226
CAISO,1,20222518,204
CAISO,1,20222519,733
CAISO,1,20222520,757
CAISO,1,20222521,766
CAISO,1,20222522,707
CAISO,1,20222523,702
CAISO,1,20222524,607
CAISO,1,20222601,663
CAISO,1,20222602,490
CAISO,1,20222603,479
CAISO,1,20222604,420
CAISO,1,20222605,403
CAISO,1,20222606,303
CAISO,1,20222607,197
CAISO,1,20222608,2263
CAISO,1,20222609,3690
CAISO,1,20222610,4255
CAISO,1,20222611,3878
CAISO,1,20222612,3163
CAISO,1,20222613,3134
CAISO,1,20222614,3307
CAISO,1,20222615,3328
CAISO,1,20222616,3186
CAISO,1,20222617,2121
CAISO,1,20222618,104
CAISO,1,20222619,527
CAISO,1,20222620,696
CAISO,1,20222621,780
CAISO,1,20222622,823
CAISO,1,20222623,870
CAISO,1,20222624,805
CAISO,1,20222701,663
CAISO,1,20222702,490
CAISO,1,20222703,479
CAISO,1,20222704,420
CAISO,1,20222705,403
CAISO,1,20222706,303
CAISO,1,20222707,197
CAISO,1,20222708,2263
CAISO,1,20222709,3690
CAISO,1,20222710,4255
CAISO,1,20222711,3878
CAISO,1,20222712,3163
CAISO,1,20222713,3134
CAISO,1,20222714,3307
CAISO,1,20222715,3328
CAISO,1,20222716,3186
CAISO,1,20222717,2121
CAISO,1,20222718,104
CAISO,1,20222719,527
CAISO,1,20222720,696
CAISO,1,20222721,780
CAISO,1,20222722,823
CAISO,1,20222723,870
CAISO,1,20222724,805
CAISO,1,20222801,663
CAISO,1,20222802,490
CAISO,1,20222803,479
CAISO,1,20222804,420
CAISO,1,20222805,403
CAISO,1,20222806,303
CAISO,1,20222807,197
CAISO,1,20222808,2263
CAISO,1,20222809,3690
CAISO,1,20222810,4255
CAISO,1,20222811,3878
CAISO,1,20222812,3163
CAISO,1,20222813,3134
CAISO,1,20222814,3307
CAISO,1,20222815,3328
CAISO,1,20222816,3186
CAISO,1,20222817,2121
CAISO,1,20222818,104
CAISO,1,20222819,527
CAISO,1,20222820,696
CAISO,1,20222821,780
CAISO,1,20222822,823
CAISO,1,20222823,870
CAISO,1,20222824,805
CAISO,1,20222901,601
CAISO,1,20222902,551
CAISO,1,20222903,631
CAISO,1,20222904,408
CAISO,1,20222905,269
CAISO,1,20222906,584
CAISO,1,20222907,2901
CAISO,1,20222908,3837
CAISO,1,20222909,4433
CAISO,1,20222910,4021
CAISO,1,20222911,3916
CAISO,1,20222912,3624
CAISO,1,20222913,3436
CAISO,1,20222914,3573
CAISO,1,20222915,3866
CAISO,1,20222916,3545
CAISO,1,20222917,3304
CAISO,1,20222918,1806
CAISO,1,20222919,104
CAISO,1,20222920,661
CAISO,1,20222921,897
CAISO,1,20222922,927
CAISO,1,20222923,814
CAISO,1,20222924,794
CAISO,1,20223001,601
CAISO,1,20223002,551
CAISO,1,20223003,631
CAISO,1,20223004,408
CAISO,1,20223005,269
CAISO,1,20223006,584
CAISO,1,20223007,2901
CAISO,1,20223008,3837
CAISO,1,20223009,4433
CAISO,1,20223010,4021
CAISO,1,20223011,3916
CAISO,1,20223012,3624
CAISO,1,20223013,3436
CAISO,1,20223014,3573
CAISO,1,20223015,3866
CAISO,1,20223016,3545
CAISO,1,20223017,3304
CAISO,1,20223018,1806
CAISO,1,20223019,104
CAISO,1,20223020,661
CAISO,1,20223021,897
CAISO,1,20223022,927
CAISO,1,20223023,814
CAISO,1,20223024,794
CAISO,1,20223101,601
CAISO,1,20223102,551
CAISO,1,20223103,631
CAISO,1,20223104,408
CAISO,1,20223105,269
CAISO,1,20223106,584
CAISO,1,20223107,2901
CAISO,1,20223108,3837
CAISO,1,20223109,4433
CAISO,1,20223110,4021
CAISO,1,20223111,3916
CAISO,1,20223112,3624
CAISO,1,20223113,3436
CAISO,1,20223114,3573
CAISO,1,20223115,3866
CAISO,1,20223116,3545
CAISO,1,20223117,3304
CAISO,1,20223118,1806
CAISO,1,20223119,104
CAISO,1,20223120,661
CAISO,1,20223121,897
CAISO,1,20223122,927
CAISO,1,20223123,814
CAISO,1,20223124,794
CAISO,1,20223201,601
CAISO,1,20223202,551
CAISO,1,20223203,631
CAISO,1,20223204,408
CAISO,1,20223205,269
CAISO,1,20223206,584
CAISO,1,20223207,2901
CAISO,1,20223208,3837
CAISO,1,20223209,4433
CAISO,1,20223210,4021
CAISO,1,20223211,3916
CAISO,1,20223212,3624
CAISO,1,20223213,3436
CAISO,1,20223214,3573
CAISO,1,20223215,3866
CAISO,1,20223216,3545
CAISO,1,20223217,3304
CAISO,1,20223218,1806
CAISO,1,20223219,104
CAISO,1,20223220,661
CAISO,1,20223221,897
CAISO,1,20223222,927
CAISO,1,20223223,814
CAISO,1,20223224,794
CAISO,1,20223301,601
CAISO,1,20223302,551
CAISO,1,20223303,631
CAISO,1,20223304,408
CAISO,1,20223305,269
CAISO,1,20223306,584
CAISO,1,20223307,2901
CAISO,1,20223308,3837
CAISO,1,20223309,4433
CAISO,1,20223310,4021
CAISO,1,20223311,3916
CAISO,1,20223312,3624
CAISO,1,20223313,3436
CAISO,1,20223314,3573
CAISO,1,20223315,3866
CAISO,1,20223316,3545
CAISO,1,20223317,3304
CAISO,1,20223318,1806
CAISO,1,20223319,104
CAISO,1,20223320,661
CAISO,1,20223321,897
CAISO,1,20223322,927
CAISO,1,20223323,814
CAISO,1,20223324,794
CAISO,1,20223401,601
CAISO,1,20223402,551
CAISO,1,20223403,631
CAISO,1,20223404,408
CAISO,1,20223405,269
CAISO,1,20223406,584
CAISO,1,20223407,2901
CAISO,1,20223408,3837
CAISO,1,20223409,4433
CAISO,1,20223410,4021
CAISO,1,20223411,3916
CAISO,1,20223412,3624
CAISO,1,20223413,3436
CAISO,1,20223414,3573
CAISO,1,20223415,3866
CAISO,1,20223416,3545
CAISO,1,20223417,3304
CAISO,1,20223418,1806
CAISO,1,20223419,104
CAISO,1,20223420,661
CAISO,1,20223421,897
CAISO,1,20223422,927
CAISO,1,20223423,814
CAISO,1,20223424,794
CAISO,1,20223501,117
CAISO,1,20223502,104
CAISO,1,20223503,104
CAISO,1,20223504,104
CAISO,1,20223505,104
CAISO,1,20223506,104
CAISO,1,20223507,1792
CAISO,1,20223508,2904
CAISO,1,20223509,3059
CAISO,1,20223510,2993
CAISO,1,20223511,3224
CAISO,1,20223512,3190
CAISO,1,20223513,2844
CAISO,1,20223514,2884
CAISO,1,20223515,3023
CAISO,1,20223516,3145
CAISO,1,20223517,3151
CAISO,1,20223518,2285
CAISO,1,20223519,104
CAISO,1,20223520,104
CAISO,1,20223521,450
CAISO,1,20223522,409
CAISO,1,20223523,377
CAISO,1,20223524,292
CAISO,1,20223601,117
CAISO,1,20223602,104
CAISO,1,20223603,104
CAISO,1,20223604,104
CAISO,1,20223605,104
CAISO,1,20223606,104
CAISO,1,20223607,1792
CAISO,1,20223608,2904
CAISO,1,20223609,3059
CAISO,1,20223610,2993
CAISO,1,20223611,3224
CAISO,1,20223612,3190
CAISO,1,20223613,2844
CAISO,1,20223614,2884
CAISO,1,20223615,3023
CAISO,1,20223616,3145
CAISO,1,20223617,3151
CAISO,1,20223618,2285
CAISO,1,20223619,104
CAISO,1,20223620,104
CAISO,1,20223621,450
CAISO,1,20223622,409
CAISO,1,20223623,377
CAISO,1,20223624,292
CAISO,1,20223701,394
CAISO,1,20223702,345
CAISO,1,20223703,289
CAISO,1,20223704,299
CAISO,1,20223705,377
CAISO,1,20223706,135
CAISO,1,20223707,2943
CAISO,1,20223708,4736
CAISO,1,20223709,4076
CAISO,1,20223710,3282
CAISO,1,20223711,2940
CAISO,1,20223712,2745
CAISO,1,20223713,2873
CAISO,1,20223714,2999
CAISO,1,20223715,3399
CAISO,1,20223716,3151
CAISO,1,20223717,2226
CAISO,1,20223718,204
CAISO,1,20223719,733
CAISO,1,20223720,757
CAISO,1,20223721,766
CAISO,1,20223722,707
CAISO,1,20223723,702
CAISO,1,20223724,607
CAISO,1,20230101,676
CAISO,1,20230102,500
CAISO,1,20230103,491
CAISO,1,20230104,430
CAISO,1,20230105,415
CAISO,1,20230106,312
CAISO,1,20230107,205
CAISO,1,20230108,2502
CAISO,1,20230109,4029
CAISO,1,20230110,4655
CAISO,1,20230111,4203
CAISO,1,20230112,3406
CAISO,1,20230113,3382
CAISO,1,20230114,3584
CAISO,1,20230115,3622
CAISO,1,20230116,3474
CAISO,1,20230117,2315
CAISO,1,20230118,106
CAISO,1,20230119,541
CAISO,1,20230120,713
CAISO,1,20230121,797
CAISO,1,20230122,839
CAISO,1,20230123,887
CAISO,1,20230124,823
CAISO,1,20230201,676
CAISO,1,20230202,500
CAISO,1,20230203,491
CAISO,1,20230204,430
CAISO,1,20230205,415
CAISO,1,20230206,312
CAISO,1,20230207,205
CAISO,1,20230208,2502
CAISO,1,20230209,4029
CAISO,1,20230210,4655
CAISO,1,20230211,4203
CAISO,1,20230212,3406
CAISO,1,20230213,3382
CAISO,1,20230214,3584
CAISO,1,20230215,3622
CAISO,1,20230216,3474
CAISO,1,20230217,2315
CAISO,1,20230218,106
CAISO,1,20230219,541
CAISO,1,20230220,713
CAISO,1,20230221,797
CAISO,1,20230222,839
CAISO,1,20230223,887
CAISO,1,20230224,823
CAISO,1,20230301,676
CAISO,1,20230302,500
CAISO,1,20230303,491
CAISO,1,20230304,430
CAISO,1,20230305,415
CAISO,1,20230306,312
CAISO,1,20230307,205
CAISO,1,20230308,2502
CAISO,1,20230309,4029
CAISO,1,20230310,4655
CAISO,1,20230311,4203
CAISO,1,20230312,3406
CAISO,1,20230313,3382
CAISO,1,20230314,3584
CAISO,1,20230315,3622
CAISO,1,20230316,3474
CAISO,1,20230317,2315
CAISO,1,20230318,106
CAISO,1,20230319,541
CAISO,1,20230320,713
CAISO,1,20230321,797
CAISO,1,20230322,839
CAISO,1,20230323,887
CAISO,1,20230324,823
CAISO,1,20230401,614
CAISO,1,20230402,564
CAISO,1,20230403,647
CAISO,1,20230404,419
CAISO,1,20230405,279
CAISO,1,20230406,670
CAISO,1,20230407,3194
CAISO,1,20230408,4176
CAISO,1,20230409,4799
CAISO,1,20230410,4349
CAISO,1,20230411,4225
CAISO,1,20230412,3910
CAISO,1,20230413,3682
CAISO,1,20230414,3842
CAISO,1,20230415,4138
CAISO,1,20230416,3808
CAISO,1,20230417,3554
CAISO,1,20230418,1956
CAISO,1,20230419,106
CAISO,1,20230420,678
CAISO,1,20230421,911
CAISO,1,20230422,940
CAISO,1,20230423,825
CAISO,1,20230424,810
CAISO,1,20230501,614
CAISO,1,20230502,564
CAISO,1,20230503,647
CAISO,1,20230504,419
CAISO,1,20230505,279
CAISO,1,20230506,670
CAISO,1,20230507,3194
CAISO,1,20230508,4176
CAISO,1,20230509,4799
CAISO,1,20230510,4349
CAISO,1,20230511,4225
CAISO,1,20230512,3910
CAISO,1,20230513,3682
CAISO,1,20230514,3842
CAISO,1,20230515,4138
CAISO,1,20230516,3808
CAISO,1,20230517,3554
CAISO,1,20230518,1956
CAISO,1,20230519,106
CAISO,1,20230520,678
CAISO,1,20230521,911
CAISO,1,20230522,940
CAISO,1,20230523,825
CAISO,1,20230524,810
CAISO,1,20230601,614
CAISO,1,20230602,564
CAISO,1,20230603,647
CAISO,1,20230604,419
CAISO,1,20230605,279
CAISO,1,20230606,670
CAISO,1,20230607,3194
CAISO,1,20230608,4176
CAISO,1,20230609,4799
CAISO,1,20230610,4349
CAISO,1,20230611,4225
CAISO,1,20230612,3910
CAISO,1,20230613,3682
CAISO,1,20230614,3842
CAISO,1,20230615,4138
CAISO,1,20230616,3808
CAISO,1,20230617,3554
CAISO,1,20230618,1956
CAISO,1,20230619,106
CAISO,1,20230620,678
CAISO,1,20230621,911
CAISO,1,20230622,940
CAISO,1,20230623,825
CAISO,1,20230624,810
CAISO,1,20230701,614
CAISO,1,20230702,564
CAISO,1,20230703,647
CAISO,1,20230704,419
CAISO,1,20230705,279
CAISO,1,20230706,670
CAISO,1,20230707,3194
CAISO,1,20230708,4176
CAISO,1,20230709,4799
CAISO,1,20230710,4349
CAISO,1,20230711,4225
CAISO,1,20230712,3910
CAISO,1,20230713,3682
CAISO,1,20230714,3842
CAISO,1,20230715,4138
CAISO,1,20230716,3808
CAISO,1,20230717,3554
CAISO,1,20230718,1956
CAISO,1,20230719,106
CAISO,1,20230720,678
CAISO,1,20230721,911
CAISO,1,20230722,940
CAISO,1,20230723,825
CAISO,1,20230724,810
CAISO,1,20230801,614
CAISO,1,20230802,564
CAISO,1,20230803,647
CAISO,1,20230804,419
CAISO,1,20230805,279
CAISO,1,20230806,670
CAISO,1,20230807,3194
CAISO,1,20230808,4176
CAISO,1,20230809,4799
CAISO,1,20230810,4349
CAISO,1,20230811,4225
CAISO,1,20230812,3910
CAISO,1,20230813,3682
CAISO,1,20230814,3842
CAISO,1,20230815,4138
CAISO,1,20230816,3808
CAISO,1,20230817,3554
CAISO,1,20230818,1956
CAISO,1,20230819,106
CAISO,1,20230820,678
CAISO,1,20230821,911
CAISO,1,20230822,940
CAISO,1,20230823,825
CAISO,1,20230824,810
CAISO,1,20230901,614
CAISO,1,20230902,564
CAISO,1,20230903,647
CAISO,1,20230904,419
CAISO,1,20230905,279
CAISO,1,20230906,670
CAISO,1,20230907,3194
CAISO,1,20230908,4176
CAISO,1,20230909,4799
CAISO,1,20230910,4349
CAISO,1,20230911,4225
CAISO,1,20230912,3910
CAISO,1,20230913,3682
CAISO,1,20230914,3842
CAISO,1,20230915,4138
CAISO,1,20230916,3808
CAISO,1,20230917,3554
CAISO,1,20230918,1956
CAISO,1,20230919,106
CAISO,1,20230920,678
CAISO,1,20230921,911
CAISO,1,20230922,940
CAISO,1,20230923,825
CAISO,1,20230924,810
CAISO,1,20231001,614
CAISO,1,20231002,564
CAISO,1,20231003,647
CAISO,1,20231004,419
CAISO,1,20231005,279
CAISO,1,20231006,670
CAISO,1,20231007,3194
CAISO,1,20231008,4176
CAISO,1,20231009,4799
CAISO,1,20231010,4349
CAISO,1,20231011,4225
CAISO,1,20231012,3910
CAISO,1,20231013,3682
CAISO,1,20231014,3842
CAISO,1,20231015,4138
CAISO,1,20231016,3808
CAISO,1,20231017,3554
CAISO,1,20231018,1956
CAISO,1,20231019,106
CAISO,1,20231020,678
CAISO,1,20231021,911
CAISO,1,20231022,940
CAISO,1,20231023,825
CAISO,1,20231024,810
CAISO,1,20231101,118
CAISO,1,20231102,106
CAISO,1,20231103,106
CAISO,1,20231104,106
CAISO,1,20231105,106
CAISO,1,20231106,106
CAISO,1,20231107,1966
CAISO,1,20231108,3160
CAISO,1,20231109,3304
CAISO,1,20231110,3224
CAISO,1,20231111,3464
CAISO,1,20231112,3412
CAISO,1,20231113,3025
CAISO,1,20231114,3064
CAISO,1,20231115,3212
CAISO,1,20231116,3362
CAISO,1,20231117,3381
CAISO,1,20231118,2455
CAISO,1,20231119,106
CAISO,1,20231120,106
CAISO,1,20231121,450
CAISO,1,20231122,407
CAISO,1,20231123,375
CAISO,1,20231124,291
CAISO,1,20231201,118
CAISO,1,20231202,106
CAISO,1,20231203,106
CAISO,1,20231204,106
CAISO,1,20231205,106
CAISO,1,20231206,106
CAISO,1,20231207,1966
CAISO,1,20231208,3160
CAISO,1,20231209,3304
CAISO,1,20231210,3224
CAISO,1,20231211,3464
CAISO,1,20231212,3412
CAISO,1,20231213,3025
CAISO,1,20231214,3064
CAISO,1,20231215,3212
CAISO,1,20231216,3362
CAISO,1,20231217,3381
CAISO,1,20231218,2455
CAISO,1,20231219,106
CAISO,1,20231220,106
CAISO,1,20231221,450
CAISO,1,20231222,407
CAISO,1,20231223,375
CAISO,1,20231224,291
CAISO,1,20231301,118
CAISO,1,20231302,106
CAISO,1,20231303,106
CAISO,1,20231304,106
CAISO,1,20231305,106
CAISO,1,20231306,106
CAISO,1,20231307,1966
CAISO,1,20231308,3160
CAISO,1,20231309,3304
CAISO,1,20231310,3224
CAISO,1,20231311,3464
CAISO,1,20231312,3412
CAISO,1,20231313,3025
CAISO,1,20231314,3064
CAISO,1,20231315,3212
CAISO,1,20231316,3362
CAISO,1,20231317,3381
CAISO,1,20231318,2455
CAISO,1,20231319,106
CAISO,1,20231320,106
CAISO,1,20231321,450
CAISO,1,20231322,407
CAISO,1,20231323,375
CAISO,1,20231324,291
CAISO,1,20231401,118
CAISO,1,20231402,106
CAISO,1,20231403,106
CAISO,1,20231404,106
CAISO,1,20231405,106
CAISO,1,20231406,106
CAISO,1,20231407,1966
CAISO,1,20231408,3160
CAISO,1,20231409,3304
CAISO,1,20231410,3224
CAISO,1,20231411,3464
CAISO,1,20231412,3412
CAISO,1,20231413,3025
CAISO,1,20231414,3064
CAISO,1,20231415,3212
CAISO,1,20231416,3362
CAISO,1,20231417,3381
CAISO,1,20231418,2455
CAISO,1,20231419,106
CAISO,1,20231420,106
CAISO,1,20231421,450
CAISO,1,20231422,407
CAISO,1,20231423,375
CAISO,1,20231424,291
CAISO,1,20231501,399
CAISO,1,20231502,352
CAISO,1,20231503,296
CAISO,1,20231504,307
CAISO,1,20231505,391
CAISO,1,20231506,153
CAISO,1,20231507,3296
CAISO,1,20231508,5225
CAISO,1,20231509,4429
CAISO,1,20231510,3538
CAISO,1,20231511,3158
CAISO,1,20231512,2923
CAISO,1,20231513,3063
CAISO,1,20231514,3213
CAISO,1,20231515,3644
CAISO,1,20231516,3394
CAISO,1,20231517,2431
CAISO,1,20231518,206
CAISO,1,20231519,745
CAISO,1,20231520,770
CAISO,1,20231521,777
CAISO,1,20231522,717
CAISO,1,20231523,713
CAISO,1,20231524,616
CAISO,1,20231601,399
CAISO,1,20231602,352
CAISO,1,20231603,296
CAISO,1,20231604,307
CAISO,1,20231605,391
CAISO,1,20231606,153
CAISO,1,20231607,3296
CAISO,1,20231608,5225
CAISO,1,20231609,4429
CAISO,1,20231610,3538
CAISO,1,20231611,3158
CAISO,1,20231612,2923
CAISO,1,20231613,3063
CAISO,1,20231614,3213
CAISO,1,20231615,3644
CAISO,1,20231616,3394
CAISO,1,20231617,2431
CAISO,1,20231618,206
CAISO,1,20231619,745
CAISO,1,20231620,770
CAISO,1,20231621,777
CAISO,1,20231622,717
CAISO,1,20231623,713
CAISO,1,20231624,616
CAISO,1,20231701,399
CAISO,1,20231702,352
CAISO,1,20231703,296
CAISO,1,20231704,307
CAISO,1,20231705,391
CAISO,1,20231706,153
CAISO,1,20231707,3296
CAISO,1,20231708,5225
CAISO,1,20231709,4429
CAISO,1,20231710,3538
CAISO,1,20231711,3158
CAISO,1,20231712,2923
CAISO,1,20231713,3063
CAISO,1,20231714,3213
CAISO,1,20231715,3644
CAISO,1,20231716,3394
CAISO,1,20231717,2431
CAISO,1,20231718,206
CAISO,1,20231719,745
CAISO,1,20231720,770
CAISO,1,20231721,777
CAISO,1,20231722,717
CAISO,1,20231723,713
CAISO,1,20231724,616
CAISO,1,20231801,676
CAISO,1,20231802,500
CAISO,1,20231803,491
CAISO,1,20231804,430
CAISO,1,20231805,415
CAISO,1,20231806,312
CAISO,1,20231807,205
CAISO,1,20231808,2502
CAISO,1,20231809,4029
CAISO,1,20231810,4655
CAISO,1,20231811,4203
CAISO,1,20231812,3406
CAISO,1,20231813,3382
CAISO,1,20231814,3584
CAISO,1,20231815,3622
CAISO,1,20231816,3474
CAISO,1,20231817,2315
CAISO,1,20231818,106
CAISO,1,20231819,541
CAISO,1,20231820,713
CAISO,1,20231821,797
CAISO,1,20231822,839
CAISO,1,20231823,887
CAISO,1,20231824,823
CAISO,1,20231901,614
CAISO,1,20231902,564
CAISO,1,20231903,647
CAISO,1,20231904,419
CAISO,1,20231905,279
CAISO,1,20231906,670
CAISO,1,20231907,3194
CAISO,1,20231908,4176
CAISO,1,20231909,4799
CAISO,1,20231910,4349
