regulation_down_ba,stage_id,timepoint,regulation_down_mw
CAISO,1,20221611,475
CAISO,1,20221612,400
CAISO,1,20221613,400
CAISO,1,20221614,252
CAISO,1,20221615,382
CAISO,1,20221616,331
CAISO,1,20221617,178
CAISO,1,20221618,245
CAISO,1,20221619,220
CAISO,1,20221620,177
CAISO,1,20221621,171
CAISO,1,20221622,156
CAISO,1,20221623,143
CAISO,1,20221624,134
CAISO,1,20221701,172
CAISO,1,20221702,169
CAISO,1,20221703,167
CAISO,1,20221704,166
CAISO,1,20221705,168
CAISO,1,20221706,300
CAISO,1,20221707,740
CAISO,1,20221708,848
CAISO,1,20221709,827
CAISO,1,20221710,666
CAISO,1,20221711,613
CAISO,1,20221712,512
CAISO,1,20221713,514
CAISO,1,20221714,434
CAISO,1,20221715,488
CAISO,1,20221716,259
CAISO,1,20221717,243
CAISO,1,20221718,296
CAISO,1,20221719,285
CAISO,1,20221720,226
CAISO,1,20221721,221
CAISO,1,20221722,209
CAISO,1,20221723,200
CAISO,1,20221724,188
CAISO,1,20221801,205
CAISO,1,20221802,202
CAISO,1,20221803,201
CAISO,1,20221804,201
CAISO,1,20221805,202
CAISO,1,20221806,207
CAISO,1,20221807,330
CAISO,1,20221808,773
CAISO,1,20221809,801
CAISO,1,20221810,694
CAISO,1,20221811,628
CAISO,1,20221812,637
CAISO,1,20221813,634
CAISO,1,20221814,559
CAISO,1,20221815,460
CAISO,1,20221816,396
CAISO,1,20221817,214
CAISO,1,20221818,322
CAISO,1,20221819,227
CAISO,1,20221820,226
CAISO,1,20221821,224
CAISO,1,20221822,242
CAISO,1,20221823,233
CAISO,1,20221824,227
CAISO,1,20221901,180
CAISO,1,20221902,178
CAISO,1,20221903,177
CAISO,1,20221904,178
CAISO,1,20221905,195
CAISO,1,20221906,628
CAISO,1,20221907,987
CAISO,1,20221908,972
CAISO,1,20221909,954
CAISO,1,20221910,679
CAISO,1,20221911,644
CAISO,1,20221912,767
CAISO,1,20221913,711
CAISO,1,20221914,636
CAISO,1,20221915,818
CAISO,1,20221916,742
CAISO,1,20221917,506
CAISO,1,20221918,217
CAISO,1,20221919,344
CAISO,1,20221920,257
CAISO,1,20221921,244
CAISO,1,20221922,240
CAISO,1,20221923,234
CAISO,1,20221924,213
CAISO,1,20222001,167
CAISO,1,20222002,165
CAISO,1,20222003,164
CAISO,1,20222004,165
CAISO,1,20222005,183
CAISO,1,20222006,635
CAISO,1,20222007,993
CAISO,1,20222008,821
CAISO,1,20222009,756
CAISO,1,20222010,696
CAISO,1,20222011,662
CAISO,1,20222012,780
CAISO,1,20222013,721
CAISO,1,20222014,649
CAISO,1,20222015,820
CAISO,1,20222016,745
CAISO,1,20222017,409
CAISO,1,20222018,188
CAISO,1,20222019,317
CAISO,1,20222020,201
CAISO,1,20222021,183
CAISO,1,20222022,174
CAISO,1,20222023,164
CAISO,1,20222024,158
CAISO,1,20222101,176
CAISO,1,20222102,173
CAISO,1,20222103,171
CAISO,1,20222104,210
CAISO,1,20222105,229
CAISO,1,20222106,645
CAISO,1,20222107,892
CAISO,1,20222108,815
CAISO,1,20222109,749
CAISO,1,20222110,688
CAISO,1,20222111,655
CAISO,1,20222112,778
CAISO,1,20222113,721
CAISO,1,20222114,653
CAISO,1,20222115,826
CAISO,1,20222116,766
CAISO,1,20222117,437
CAISO,1,20222118,260
CAISO,1,20222119,366
CAISO,1,20222120,266
CAISO,1,20222121,248
CAISO,1,20222122,203
CAISO,1,20222123,225
CAISO,1,20222124,218
CAISO,1,20222201,151
CAISO,1,20222202,148
CAISO,1,20222203,147
CAISO,1,20222204,162
CAISO,1,20222205,209
CAISO,1,20222206,847
CAISO,1,20222207,361
CAISO,1,20222208,447
CAISO,1,20222209,425
CAISO,1,20222210,440
CAISO,1,20222211,489
CAISO,1,20222212,410
CAISO,1,20222213,402
CAISO,1,20222214,406
CAISO,1,20222215,368
CAISO,1,20222216,283
CAISO,1,20222217,215
CAISO,1,20222218,179
CAISO,1,20222219,182
CAISO,1,20222220,256
CAISO,1,20222221,184
CAISO,1,20222222,174
CAISO,1,20222223,165
CAISO,1,20222224,159
CAISO,1,20222301,235
CAISO,1,20222302,232
CAISO,1,20222303,199
CAISO,1,20222304,198
CAISO,1,20222305,233
CAISO,1,20222306,522
CAISO,1,20222307,594
CAISO,1,20222308,682
CAISO,1,20222309,378
CAISO,1,20222310,395
CAISO,1,20222311,451
CAISO,1,20222312,367
CAISO,1,20222313,368
CAISO,1,20222314,395
CAISO,1,20222315,382
CAISO,1,20222316,308
CAISO,1,20222317,259
CAISO,1,20222318,235
CAISO,1,20222319,238
CAISO,1,20222320,297
CAISO,1,20222321,235
CAISO,1,20222322,226
CAISO,1,20222323,213
CAISO,1,20222324,205
CAISO,1,20222401,122
CAISO,1,20222402,119
CAISO,1,20222403,117
CAISO,1,20222404,118
CAISO,1,20222405,125
CAISO,1,20222406,279
CAISO,1,20222407,730
CAISO,1,20222408,837
CAISO,1,20222409,547
CAISO,1,20222410,552
CAISO,1,20222411,471
CAISO,1,20222412,394
CAISO,1,20222413,394
CAISO,1,20222414,244
CAISO,1,20222415,458
CAISO,1,20222416,201
CAISO,1,20222417,166
CAISO,1,20222418,245
CAISO,1,20222419,215
CAISO,1,20222420,166
CAISO,1,20222421,159
CAISO,1,20222422,147
CAISO,1,20222423,136
CAISO,1,20222424,126
CAISO,1,20222501,227
CAISO,1,20222502,217
CAISO,1,20222503,191
CAISO,1,20222504,188
CAISO,1,20222505,177
CAISO,1,20222506,300
CAISO,1,20222507,739
CAISO,1,20222508,837
CAISO,1,20222509,648
CAISO,1,20222510,550
CAISO,1,20222511,467
CAISO,1,20222512,388
CAISO,1,20222513,386
CAISO,1,20222514,229
CAISO,1,20222515,449
CAISO,1,20222516,183
CAISO,1,20222517,148
CAISO,1,20222518,238
CAISO,1,20222519,207
CAISO,1,20222520,159
CAISO,1,20222521,155
CAISO,1,20222522,150
CAISO,1,20222523,141
CAISO,1,20222524,132
CAISO,1,20222601,178
CAISO,1,20222602,173
CAISO,1,20222603,171
CAISO,1,20222604,169
CAISO,1,20222605,169
CAISO,1,20222606,171
CAISO,1,20222607,304
CAISO,1,20222608,761
CAISO,1,20222609,780
CAISO,1,20222610,668
CAISO,1,20222611,631
CAISO,1,20222612,539
CAISO,1,20222613,699
CAISO,1,20222614,605
CAISO,1,20222615,426
CAISO,1,20222616,357
CAISO,1,20222617,139
CAISO,1,20222618,280
CAISO,1,20222619,159
CAISO,1,20222620,157
CAISO,1,20222621,156
CAISO,1,20222622,155
CAISO,1,20222623,148
CAISO,1,20222624,139
CAISO,1,20222701,194
CAISO,1,20222702,182
CAISO,1,20222703,170
CAISO,1,20222704,169
CAISO,1,20222705,171
CAISO,1,20222706,176
CAISO,1,20222707,291
CAISO,1,20222708,757
CAISO,1,20222709,784
CAISO,1,20222710,672
CAISO,1,20222711,603
CAISO,1,20222712,608
CAISO,1,20222713,614
CAISO,1,20222714,539
CAISO,1,20222715,449
CAISO,1,20222716,383
CAISO,1,20222717,192
CAISO,1,20222718,309
CAISO,1,20222719,206
CAISO,1,20222720,204
CAISO,1,20222721,201
CAISO,1,20222722,198
CAISO,1,20222723,188
CAISO,1,20222724,181
CAISO,1,20222801,124
CAISO,1,20222802,120
CAISO,1,20222803,116
CAISO,1,20222804,128
CAISO,1,20222805,166
CAISO,1,20222806,172
CAISO,1,20222807,308
CAISO,1,20222808,764
CAISO,1,20222809,784
CAISO,1,20222810,671
CAISO,1,20222811,603
CAISO,1,20222812,606
CAISO,1,20222813,603
CAISO,1,20222814,527
CAISO,1,20222815,434
CAISO,1,20222816,366
CAISO,1,20222817,154
CAISO,1,20222818,284
CAISO,1,20222819,166
CAISO,1,20222820,162
CAISO,1,20222821,157
CAISO,1,20222822,153
CAISO,1,20222823,141
CAISO,1,20222824,132
CAISO,1,20222901,225
CAISO,1,20222902,223
CAISO,1,20222903,222
CAISO,1,20222904,215
CAISO,1,20222905,230
CAISO,1,20222906,643
CAISO,1,20222907,997
CAISO,1,20222908,981
CAISO,1,20222909,959
CAISO,1,20222910,686
CAISO,1,20222911,651
CAISO,1,20222912,771
CAISO,1,20222913,711
CAISO,1,20222914,635
CAISO,1,20222915,809
CAISO,1,20222916,739
CAISO,1,20222917,400
CAISO,1,20222918,208
CAISO,1,20222919,338
CAISO,1,20222920,223
CAISO,1,20222921,205
CAISO,1,20222922,197
CAISO,1,20222923,189
CAISO,1,20222924,184
CAISO,1,20223001,192
CAISO,1,20223002,180
CAISO,1,20223003,179
CAISO,1,20223004,169
CAISO,1,20223005,184
CAISO,1,20223006,622
CAISO,1,20223007,976
CAISO,1,20223008,793
CAISO,1,20223009,727
CAISO,1,20223010,663
CAISO,1,20223011,627
CAISO,1,20223012,751
CAISO,1,20223013,689
CAISO,1,20223014,611
CAISO,1,20223015,791
CAISO,1,20223016,719
CAISO,1,20223017,364
CAISO,1,20223018,130
CAISO,1,20223019,295
CAISO,1,20223020,165
CAISO,1,20223021,145
CAISO,1,20223022,139
CAISO,1,20223023,131
CAISO,1,20223024,124
CAISO,1,20223101,182
CAISO,1,20223102,177
CAISO,1,20223103,166
CAISO,1,20223104,130
CAISO,1,20223105,142
CAISO,1,20223106,612
CAISO,1,20223107,977
CAISO,1,20223108,796
CAISO,1,20223109,730
CAISO,1,20223110,667
CAISO,1,20223111,632
CAISO,1,20223112,755
CAISO,1,20223113,694
CAISO,1,20223114,617
CAISO,1,20223115,796
CAISO,1,20223116,733
CAISO,1,20223117,393
CAISO,1,20223118,205
CAISO,1,20223119,337
CAISO,1,20223120,250
CAISO,1,20223121,215
CAISO,1,20223122,205
CAISO,1,20223123,198
CAISO,1,20223124,181
CAISO,1,20223201,227
CAISO,1,20223202,225
CAISO,1,20223203,217
CAISO,1,20223204,217
CAISO,1,20223205,208
CAISO,1,20223206,632
CAISO,1,20223207,989
CAISO,1,20223208,974
CAISO,1,20223209,958
CAISO,1,20223210,685
CAISO,1,20223211,651
CAISO,1,20223212,771
CAISO,1,20223213,720
CAISO,1,20223214,647
CAISO,1,20223215,616
CAISO,1,20223216,671
CAISO,1,20223217,515
CAISO,1,20223218,237
CAISO,1,20223219,356
CAISO,1,20223220,238
CAISO,1,20223221,223
CAISO,1,20223222,182
CAISO,1,20223223,174
CAISO,1,20223224,155
CAISO,1,20223301,150
CAISO,1,20223302,161
CAISO,1,20223303,160
CAISO,1,20223304,200
CAISO,1,20223305,217
CAISO,1,20223306,633
CAISO,1,20223307,994
CAISO,1,20223308,811
CAISO,1,20223309,747
CAISO,1,20223310,684
CAISO,1,20223311,650
CAISO,1,20223312,771
CAISO,1,20223313,711
CAISO,1,20223314,636
CAISO,1,20223315,798
CAISO,1,20223316,725
CAISO,1,20223317,375
CAISO,1,20223318,157
CAISO,1,20223319,307
CAISO,1,20223320,187
CAISO,1,20223321,170
CAISO,1,20223322,164
CAISO,1,20223323,157
CAISO,1,20223324,152
CAISO,1,20223401,150
CAISO,1,20223402,161
CAISO,1,20223403,160
CAISO,1,20223404,200
CAISO,1,20223405,217
CAISO,1,20223406,633
CAISO,1,20223407,994
CAISO,1,20223408,811
CAISO,1,20223409,747
CAISO,1,20223410,684
CAISO,1,20223411,650
CAISO,1,20223412,771
CAISO,1,20223413,711
CAISO,1,20223414,636
CAISO,1,20223415,798
CAISO,1,20223416,725
CAISO,1,20223417,375
CAISO,1,20223418,157
CAISO,1,20223419,307
CAISO,1,20223420,187
CAISO,1,20223421,170
CAISO,1,20223422,164
CAISO,1,20223423,157
CAISO,1,20223424,152
CAISO,1,20223501,179
CAISO,1,20223502,175
CAISO,1,20223503,174
CAISO,1,20223504,140
CAISO,1,20223505,185
CAISO,1,20223506,706
CAISO,1,20223507,323
CAISO,1,20223508,410
CAISO,1,20223509,387
CAISO,1,20223510,403
CAISO,1,20223511,457
CAISO,1,20223512,373
CAISO,1,20223513,374
CAISO,1,20223514,383
CAISO,1,20223515,385
CAISO,1,20223516,311
CAISO,1,20223517,263
CAISO,1,20223518,237
CAISO,1,20223519,244
CAISO,1,20223520,296
CAISO,1,20223521,235
CAISO,1,20223522,225
CAISO,1,20223523,211
CAISO,1,20223524,204
CAISO,1,20223601,199
CAISO,1,20223602,184
CAISO,1,20223603,184
CAISO,1,20223604,184
CAISO,1,20223605,228
CAISO,1,20223606,519
CAISO,1,20223607,586
CAISO,1,20223608,676
CAISO,1,20223609,388
CAISO,1,20223610,405
CAISO,1,20223611,460
CAISO,1,20223612,377
CAISO,1,20223613,376
CAISO,1,20223614,383
CAISO,1,20223615,369
CAISO,1,20223616,285
CAISO,1,20223617,254
CAISO,1,20223618,228
CAISO,1,20223619,237
CAISO,1,20223620,297
CAISO,1,20223621,234
CAISO,1,20223622,216
CAISO,1,20223623,203
CAISO,1,20223624,196
CAISO,1,20223701,120
CAISO,1,20223702,117
CAISO,1,20223703,116
CAISO,1,20223704,131
CAISO,1,20223705,174
CAISO,1,20223706,312
CAISO,1,20223707,743
CAISO,1,20223708,896
CAISO,1,20223709,560
CAISO,1,20223710,564
CAISO,1,20223711,484
CAISO,1,20223712,408
CAISO,1,20223713,406
CAISO,1,20223714,232
CAISO,1,20223715,368
CAISO,1,20223716,315
CAISO,1,20223717,149
CAISO,1,20223718,233
CAISO,1,20223719,238
CAISO,1,20223720,200
CAISO,1,20223721,202
CAISO,1,20223722,194
CAISO,1,20223723,198
CAISO,1,20223724,193
CAISO,1,20230101,186
CAISO,1,20230102,172
CAISO,1,20230103,136
CAISO,1,20230104,133
CAISO,1,20230105,113
CAISO,1,20230106,113
CAISO,1,20230107,299
CAISO,1,20230108,828
CAISO,1,20230109,860
CAISO,1,20230110,737
CAISO,1,20230111,727
CAISO,1,20230112,562
CAISO,1,20230113,781
CAISO,1,20230114,735
CAISO,1,20230115,919
CAISO,1,20230116,408
CAISO,1,20230117,178
CAISO,1,20230118,326
CAISO,1,20230119,202
CAISO,1,20230120,201
CAISO,1,20230121,199
CAISO,1,20230122,198
CAISO,1,20230123,191
CAISO,1,20230124,184
CAISO,1,20230201,180
CAISO,1,20230202,177
CAISO,1,20230203,175
CAISO,1,20230204,168
CAISO,1,20230205,166
CAISO,1,20230206,171
CAISO,1,20230207,330
CAISO,1,20230208,842
CAISO,1,20230209,873
CAISO,1,20230210,740
CAISO,1,20230211,664
CAISO,1,20230212,676
CAISO,1,20230213,675
CAISO,1,20230214,591
CAISO,1,20230215,490
CAISO,1,20230216,416
CAISO,1,20230217,192
CAISO,1,20230218,329
CAISO,1,20230219,205
CAISO,1,20230220,203
CAISO,1,20230221,200
CAISO,1,20230222,197
CAISO,1,20230223,189
CAISO,1,20230224,180
CAISO,1,20230301,196
CAISO,1,20230302,191
CAISO,1,20230303,189
CAISO,1,20230304,184
CAISO,1,20230305,186
CAISO,1,20230306,182
CAISO,1,20230307,337
CAISO,1,20230308,844
CAISO,1,20230309,874
CAISO,1,20230310,751
CAISO,1,20230311,733
CAISO,1,20230312,569
CAISO,1,20230313,786
CAISO,1,20230314,665
CAISO,1,20230315,494
CAISO,1,20230316,425
CAISO,1,20230317,213
CAISO,1,20230318,339
CAISO,1,20230319,225
CAISO,1,20230320,223
CAISO,1,20230321,221
CAISO,1,20230322,220
CAISO,1,20230323,212
CAISO,1,20230324,204
CAISO,1,20230401,125
CAISO,1,20230402,120
CAISO,1,20230403,118
CAISO,1,20230404,116
CAISO,1,20230405,140
CAISO,1,20230406,674
CAISO,1,20230407,1081
CAISO,1,20230408,1064
CAISO,1,20230409,1046
CAISO,1,20230410,780
CAISO,1,20230411,698
CAISO,1,20230412,836
CAISO,1,20230413,768
CAISO,1,20230414,770
CAISO,1,20230415,648
CAISO,1,20230416,653
CAISO,1,20230417,528
CAISO,1,20230418,156
CAISO,1,20230419,335
CAISO,1,20230420,189
CAISO,1,20230421,205
CAISO,1,20230422,198
CAISO,1,20230423,145
CAISO,1,20230424,133
CAISO,1,20230501,198
CAISO,1,20230502,196
CAISO,1,20230503,194
CAISO,1,20230504,192
CAISO,1,20230505,211
CAISO,1,20230506,691
CAISO,1,20230507,1092
CAISO,1,20230508,1073
CAISO,1,20230509,1055
CAISO,1,20230510,792
CAISO,1,20230511,795
CAISO,1,20230512,818
CAISO,1,20230513,791
CAISO,1,20230514,784
CAISO,1,20230515,666
CAISO,1,20230516,671
CAISO,1,20230517,551
CAISO,1,20230518,219
CAISO,1,20230519,387
CAISO,1,20230520,269
CAISO,1,20230521,251
CAISO,1,20230522,231
CAISO,1,20230523,223
CAISO,1,20230524,233
CAISO,1,20230601,170
CAISO,1,20230602,204
CAISO,1,20230603,203
CAISO,1,20230604,213
CAISO,1,20230605,243
CAISO,1,20230606,695
CAISO,1,20230607,1094
CAISO,1,20230608,1077
CAISO,1,20230609,1059
CAISO,1,20230610,754
CAISO,1,20230611,715
CAISO,1,20230612,850
CAISO,1,20230613,784
CAISO,1,20230614,701
CAISO,1,20230615,667
CAISO,1,20230616,672
CAISO,1,20230617,552
CAISO,1,20230618,236
CAISO,1,20230619,381
CAISO,1,20230620,260
CAISO,1,20230621,224
CAISO,1,20230622,216
CAISO,1,20230623,206
CAISO,1,20230624,201
CAISO,1,20230701,152
CAISO,1,20230702,169
CAISO,1,20230703,167
CAISO,1,20230704,167
CAISO,1,20230705,183
CAISO,1,20230706,683
CAISO,1,20230707,1094
CAISO,1,20230708,1081
CAISO,1,20230709,1061
CAISO,1,20230710,800
CAISO,1,20230711,762
CAISO,1,20230712,852
CAISO,1,20230713,788
CAISO,1,20230714,743
CAISO,1,20230715,663
CAISO,1,20230716,656
CAISO,1,20230717,533
CAISO,1,20230718,178
CAISO,1,20230719,334
CAISO,1,20230720,194
CAISO,1,20230721,191
CAISO,1,20230722,166
CAISO,1,20230723,179
CAISO,1,20230724,173
CAISO,1,20230801,215
CAISO,1,20230802,205
CAISO,1,20230803,204
CAISO,1,20230804,168
CAISO,1,20230805,184
CAISO,1,20230806,683
CAISO,1,20230807,1093
CAISO,1,20230808,1068
CAISO,1,20230809,1058
CAISO,1,20230810,795
CAISO,1,20230811,783
CAISO,1,20230812,806
CAISO,1,20230813,772
CAISO,1,20230814,769
CAISO,1,20230815,647
CAISO,1,20230816,666
CAISO,1,20230817,550
CAISO,1,20230818,215
CAISO,1,20230819,365
CAISO,1,20230820,228
CAISO,1,20230821,207
CAISO,1,20230822,220
CAISO,1,20230823,213
CAISO,1,20230824,223
CAISO,1,20230901,231
CAISO,1,20230902,229
CAISO,1,20230903,228
CAISO,1,20230904,228
CAISO,1,20230905,241
CAISO,1,20230906,703
CAISO,1,20230907,987
CAISO,1,20230908,895
CAISO,1,20230909,820
CAISO,1,20230910,748
CAISO,1,20230911,706
CAISO,1,20230912,842
CAISO,1,20230913,774
CAISO,1,20230914,689
CAISO,1,20230915,888
CAISO,1,20230916,811
CAISO,1,20230917,430
CAISO,1,20230918,207
CAISO,1,20230919,363
CAISO,1,20230920,260
CAISO,1,20230921,246
CAISO,1,20230922,242
CAISO,1,20230923,236
CAISO,1,20230924,232
CAISO,1,20231001,199
CAISO,1,20231002,197
CAISO,1,20231003,192
CAISO,1,20231004,193
CAISO,1,20231005,204
CAISO,1,20231006,914
CAISO,1,20231007,978
CAISO,1,20231008,891
CAISO,1,20231009,812
CAISO,1,20231010,740
CAISO,1,20231011,701
CAISO,1,20231012,838
CAISO,1,20231013,771
CAISO,1,20231014,686
CAISO,1,20231015,893
CAISO,1,20231016,817
CAISO,1,20231017,444
CAISO,1,20231018,229
CAISO,1,20231019,297
CAISO,1,20231020,275
CAISO,1,20231021,249
CAISO,1,20231022,222
CAISO,1,20231023,212
CAISO,1,20231024,206
CAISO,1,20231101,203
CAISO,1,20231102,196
CAISO,1,20231103,195
CAISO,1,20231104,194
CAISO,1,20231105,242
CAISO,1,20231106,927
CAISO,1,20231107,653
CAISO,1,20231108,751
CAISO,1,20231109,623
CAISO,1,20231110,524
CAISO,1,20231111,490
CAISO,1,20231112,392
CAISO,1,20231113,409
CAISO,1,20231114,419
CAISO,1,20231115,407
CAISO,1,20231116,316
CAISO,1,20231117,277
CAISO,1,20231118,232
CAISO,1,20231119,229
CAISO,1,20231120,278
CAISO,1,20231121,232
CAISO,1,20231122,247
CAISO,1,20231123,241
CAISO,1,20231124,236
CAISO,1,20231201,219
CAISO,1,20231202,214
CAISO,1,20231203,220
CAISO,1,20231204,219
CAISO,1,20231205,261
CAISO,1,20231206,940
CAISO,1,20231207,392
CAISO,1,20231208,482
CAISO,1,20231209,458
CAISO,1,20231210,474
CAISO,1,20231211,535
CAISO,1,20231212,438
CAISO,1,20231213,433
CAISO,1,20231214,421
CAISO,1,20231215,404
CAISO,1,20231216,310
CAISO,1,20231217,230
CAISO,1,20231218,189
CAISO,1,20231219,199
CAISO,1,20231220,273
CAISO,1,20231221,192
CAISO,1,20231222,182
CAISO,1,20231223,174
CAISO,1,20231224,184
CAISO,1,20231301,218
CAISO,1,20231302,223
CAISO,1,20231303,236
CAISO,1,20231304,236
CAISO,1,20231305,253
CAISO,1,20231306,579
CAISO,1,20231307,664
CAISO,1,20231308,477
CAISO,1,20231309,447
CAISO,1,20231310,463
CAISO,1,20231311,520
CAISO,1,20231312,429
CAISO,1,20231313,433
CAISO,1,20231314,441
CAISO,1,20231315,429
CAISO,1,20231316,342
CAISO,1,20231317,306
CAISO,1,20231318,273
CAISO,1,20231319,267
CAISO,1,20231320,321
CAISO,1,20231321,271
CAISO,1,20231322,261
CAISO,1,20231323,252
CAISO,1,20231324,245
CAISO,1,20231401,224
CAISO,1,20231402,222
CAISO,1,20231403,234
CAISO,1,20231404,235
CAISO,1,20231405,270
CAISO,1,20231406,579
CAISO,1,20231407,664
CAISO,1,20231408,476
CAISO,1,20231409,451
CAISO,1,20231410,467
CAISO,1,20231411,524
CAISO,1,20231412,433
CAISO,1,20231413,433
CAISO,1,20231414,439
CAISO,1,20231415,424
CAISO,1,20231416,348
CAISO,1,20231417,296
CAISO,1,20231418,252
CAISO,1,20231419,246
CAISO,1,20231420,317
CAISO,1,20231421,246
CAISO,1,20231422,237
CAISO,1,20231423,235
CAISO,1,20231424,229
CAISO,1,20231501,217
CAISO,1,20231502,211
CAISO,1,20231503,196
CAISO,1,20231504,194
CAISO,1,20231505,193
CAISO,1,20231506,521
CAISO,1,20231507,1966
CAISO,1,20231508,982
CAISO,1,20231509,607
CAISO,1,20231510,617
CAISO,1,20231511,531
CAISO,1,20231512,452
CAISO,1,20231513,453
CAISO,1,20231514,297
CAISO,1,20231515,437
CAISO,1,20231516,333
CAISO,1,20231517,258
CAISO,1,20231518,324
CAISO,1,20231519,300
CAISO,1,20231520,263
CAISO,1,20231521,257
CAISO,1,20231522,245
CAISO,1,20231523,233
CAISO,1,20231524,222
CAISO,1,20231601,128
CAISO,1,20231602,124
CAISO,1,20231603,122
CAISO,1,20231604,123
CAISO,1,20231605,130
CAISO,1,20231606,307
CAISO,1,20231607,808
CAISO,1,20231608,982
CAISO,1,20231609,605
CAISO,1,20231610,612
CAISO,1,20231611,521
CAISO,1,20231612,436
CAISO,1,20231613,435
CAISO,1,20231614,267
CAISO,1,20231615,415
CAISO,1,20231616,357
CAISO,1,20231617,178
CAISO,1,20231618,260
CAISO,1,20231619,230
CAISO,1,20231620,178
CAISO,1,20231621,173
CAISO,1,20231622,158
CAISO,1,20231623,145
CAISO,1,20231624,136
CAISO,1,20231701,176
CAISO,1,20231702,172
CAISO,1,20231703,170
CAISO,1,20231704,169
CAISO,1,20231705,171
CAISO,1,20231706,324
CAISO,1,20231707,816
CAISO,1,20231708,936
CAISO,1,20231709,913
CAISO,1,20231710,733
CAISO,1,20231711,674
CAISO,1,20231712,560
CAISO,1,20231713,563
CAISO,1,20231714,473
CAISO,1,20231715,530
CAISO,1,20231716,265
CAISO,1,20231717,247
CAISO,1,20231718,313
CAISO,1,20231719,296
CAISO,1,20231720,230
CAISO,1,20231721,224
CAISO,1,20231722,214
CAISO,1,20231723,205
CAISO,1,20231724,192
CAISO,1,20231801,210
CAISO,1,20231802,207
CAISO,1,20231803,206
CAISO,1,20231804,205
CAISO,1,20231805,207
CAISO,1,20231806,211
CAISO,1,20231807,354
CAISO,1,20231808,852
CAISO,1,20231809,883
CAISO,1,20231810,764
CAISO,1,20231811,690
CAISO,1,20231812,698
CAISO,1,20231813,695
CAISO,1,20231814,610
CAISO,1,20231815,502
CAISO,1,20231816,429
CAISO,1,20231817,218
CAISO,1,20231818,343
CAISO,1,20231819,231
CAISO,1,20231820,230
CAISO,1,20231821,228
CAISO,1,20231822,243
CAISO,1,20231823,235
CAISO,1,20231824,228
CAISO,1,20231901,184
CAISO,1,20231902,181
CAISO,1,20231903,181
CAISO,1,20231904,181
CAISO,1,20231905,201
CAISO,1,20231906,691
CAISO,1,20231907,1091
CAISO,1,20231908,1074
CAISO,1,20231909,1054
CAISO,1,20231910,748
CAISO,1,20231911,709
CAISO,1,20231912,846
CAISO,1,20231913,782
CAISO,1,20231914,699
CAISO,1,20231915,901
CAISO,1,20231916,817
CAISO,1,20231917,553
CAISO,1,20231918,221
CAISO,1,20231919,369
CAISO,1,20231920,265
CAISO,1,20231921,249
CAISO,1,20231922,245
CAISO,1,20231923,239
CAISO,1,20231924,220
CAISO,1,20232001,177
CAISO,1,20232002,175
CAISO,1,20232003,173
CAISO,1,20232004,175
CAISO,1,20232005,194
CAISO,1,20232006,699
CAISO,1,20232007,1098
CAISO,1,20232008,905
CAISO,1,20232009,832
CAISO,1,20232010,763
CAISO,1,20232011,725
CAISO,1,20232012,858
CAISO,1,20232013,792
CAISO,1,20232014,712
CAISO,1,20232015,903
CAISO,1,20232016,821
CAISO,1,20232017,443
CAISO,1,20232018,196
CAISO,1,20232019,342
CAISO,1,20232020,207
CAISO,1,20232021,186
CAISO,1,20232022,176
CAISO,1,20232023,167
CAISO,1,20232024,161
CAISO,1,20232101,185
CAISO,1,20232102,182
CAISO,1,20232103,180
CAISO,1,20232104,214
CAISO,1,20232105,238
CAISO,1,20232106,708
CAISO,1,20232107,985
CAISO,1,20232108,898
CAISO,1,20232109,825
CAISO,1,20232110,756
CAISO,1,20232111,720
CAISO,1,20232112,856
CAISO,1,20232113,793
CAISO,1,20232114,715
CAISO,1,20232115,908
CAISO,1,20232116,840
CAISO,1,20232117,470
CAISO,1,20232118,264
CAISO,1,20232119,390
CAISO,1,20232120,273
CAISO,1,20232121,253
CAISO,1,20232122,212
CAISO,1,20232123,230
CAISO,1,20232124,223
CAISO,1,20232201,153
CAISO,1,20232202,151
CAISO,1,20232203,150
CAISO,1,20232204,172
CAISO,1,20232205,225
CAISO,1,20232206,935
CAISO,1,20232207,390
CAISO,1,20232208,484
CAISO,1,20232209,458
CAISO,1,20232210,475
CAISO,1,20232211,531
CAISO,1,20232212,441
CAISO,1,20232213,435
CAISO,1,20232214,440
CAISO,1,20232215,401
CAISO,1,20232216,305
CAISO,1,20232217,224
CAISO,1,20232218,181
CAISO,1,20232219,185
CAISO,1,20232220,271
CAISO,1,20232221,186
CAISO,1,20232222,177
CAISO,1,20232223,167
CAISO,1,20232224,162
CAISO,1,20232301,240
CAISO,1,20232302,237
CAISO,1,20232303,203
CAISO,1,20232304,202
CAISO,1,20232305,245
CAISO,1,20232306,573
CAISO,1,20232307,654
CAISO,1,20232308,752
CAISO,1,20232309,414
CAISO,1,20232310,433
CAISO,1,20232311,495
CAISO,1,20232312,400
CAISO,1,20232313,401
CAISO,1,20232314,427
CAISO,1,20232315,412
CAISO,1,20232316,326
CAISO,1,20232317,268
CAISO,1,20232318,239
CAISO,1,20232319,242
CAISO,1,20232320,312
CAISO,1,20232321,239
CAISO,1,20232322,230
CAISO,1,20232323,217
CAISO,1,20232324,210
CAISO,1,20232401,124
CAISO,1,20232402,120
CAISO,1,20232403,118
